sample	type	UAR	Z
N1	N	3.30075696	-0.917665572
N2	N	3.341344479	0.0
N3	N	3.385039548	1.203769003
N4	N	3.359212183	1.009560175
N5	N	3.344891495	-0.742099007
N6	N	3.358304214	-0.025508623
N7	N	3.341033546	0.23189136
N8	N	3.347483134	-0.138960759
N9	N	3.331970202	0.0
N10	N	3.318568239	0.312729536
N11	N	3.284438341	-0.862128511
N12	N	3.370285317	0.0
N13	N	3.335248418	-0.07204708
N14	N	3.323307785	0.869349079
N15	N	3.301230019	-0.740829511
N16	N	3.331066153	-0.144996117
N17	N	3.315995414	-1.208330468
N18	N	3.315589012	-0.617108053
N19	N	3.285640934	-1.781327966
N20	N	3.373086947	1.612270644
N21	N	3.346185641	-0.889192307
N22	N	3.291065756	-1.460903429
N23	N	3.34925411	0.21834061
N24	N	3.4067589	0.09850039
N25	N	3.340866459	-0.484431381
N26	N	3.413073396	1.829438352
N27	N	3.33035374	-0.673663187
N28	N	3.277190234	-1.663519127
N29	N	3.274928101	-1.208541755
N30	N	3.367872474	0.118485872
N31	N	3.295832264	-1.747243
N32	N	3.371595082	0.383121727
N33	N	3.360692855	-0.124251307
N34	N	3.319761003	-0.684724901
N35	N	3.33641244	-0.71551855
N36	N	3.358441841	0.337117512
N37	N	3.310767733	-1.392834415
N38	N	3.326623424	-0.298608436
N39	N	3.395292833	0.648872855
N40	N	3.383525642	0.419368259
N41	N	3.392508935	0.0
N42	N	3.339553411	0.067917034
N43	N	3.326453364	-0.700769779
N44	N	3.356912813	0.407989944
N45	N	3.302764282	-0.124172614
N46	N	3.32321682	-0.217060475
N47	N	3.352481079	-0.722698293
N48	N	3.345361207	-0.041188099
N49	N	3.308765767	-0.181406811
N50	N	3.321726066	0.0
N51	N	3.331003562	-1.024624054
N52	N	3.359472942	1.093741383
N53	N	3.342928986	-2.150244829
N54	N	3.406231774	1.511302787
N55	N	3.347316206	-0.304680234
N56	N	3.294768599	-0.7394446
N57	N	3.302050384	-0.071516399
N58	N	3.351044731	0.0
N59	N	3.339352836	-0.229235513
N60	N	3.328584463	-0.176837699
N61	N	3.249753514	-1.842790031
N62	N	3.335817915	0.57088521
N63	N	3.362213674	-0.444561609
N64	N	3.39751066	0.73963284
N65	N	3.321045357	-0.455361206
N66	N	3.296437971	-0.505642213
N67	N	3.239388588	-2.909209801
N68	N	3.312919729	-0.263069376
N69	N	3.326899516	-1.537295686
N70	N	3.328736004	-1.276256358
N71	N	3.297483618	-1.357142493
N72	N	3.338268047	0.510195794
N73	N	3.325559032	-0.667724253
N74	N	3.388342142	1.204256496
N75	N	3.336749933	0.061270132
N76	N	3.353086615	0.0
N77	N	3.352120296	1.157193503
N78	N	3.326059954	-0.197611051
N79	N	3.373283065	0.793962814
N80	N	3.358789222	-0.15153677
N81	N	3.360803497	-0.02237937
N82	N	3.306130146	-1.760486094
N83	N	3.402492013	0.802618391
N84	N	3.355339685	0.0
N85	N	3.347869478	0.523419471
N86	N	3.381727404	0.671133072
N87	N	3.362456999	-0.383366058
N88	N	3.295298366	-1.298760784
N89	N	3.391928951	0.793524435
N90	N	3.30289493	-1.19991786
N91	N	3.357394651	0.690470661
N92	N	3.302171366	-0.176908406
N93	N	3.352116668	-0.463768893
N94	N	3.323448973	0.069625516
N95	N	3.335486284	-0.756679474
N96	N	3.338033064	-1.594357949
N97	N	3.331577985	-0.016025471
N98	N	3.316341006	-0.903585871
N99	N	3.328360789	-0.215709062
N100	N	3.352163017	-0.114046103
N101	N	3.305745105	-1.322542555
N102	N	3.335638396	0.309899937
N103	N	3.392501626	0.640788538
N104	N	3.339329213	0.630639493
N105	N	3.340018635	0.087001711
N106	N	3.326814034	-0.543710403
N107	N	3.323217027	-0.242389281
N108	N	3.32261235	-2.082110053
N109	N	3.360591201	-1.166035519
N110	N	3.355579467	-0.190335774
N111	N	3.354124722	-0.087583137
N112	N	3.292968099	-1.1137566
N113	N	3.345446346	-0.373035801
N114	N	3.350708613	-0.320614863
N115	N	3.352497924	0.001234122
N116	N	3.287939426	-0.757741439
N117	N	3.323008813	0.467918224
N118	N	3.327601029	-0.951670083
N119	N	3.375592006	0.535250915
N120	N	3.309483204	-0.16841538
N121	N	3.355421737	-0.727184207
N122	N	3.321979317	-1.011105521
N123	N	3.376214361	0.630940512
N124	N	3.334058584	-0.072998675
N125	N	3.32442547	-0.970171209
N126	N	3.378129599	0.611326236
N127	N	3.381836381	-0.294280405
N128	N	3.362915469	0.618120213
N129	N	3.351078342	-1.099067385
N130	N	3.309177594	-1.099022258
N131	N	3.362544031	0.487960653
N132	N	3.310725334	0.018041713
N133	N	3.377409313	1.195885595
N134	N	3.341358163	-0.698282358
N135	N	3.380552226	0.240558203
N136	N	3.329237708	-0.307736039
N137	N	3.30081558	-0.429550726
N138	N	3.327405118	0.0
N139	N	3.27136742	-2.048830626
N140	N	3.29271219	-1.415654272
N141	N	3.280720077	-0.735123547
N142	N	3.317974985	-0.188187831
N143	N	3.395731519	1.754617229
N145	N	3.328167405	-0.868039933
N146	N	3.327693122	0.503592331
N147	N	3.33335287	-0.945348349
N148	N	3.395469879	0.610521558
N149	N	3.348009831	-0.106297395
N150	N	3.358681577	1.13844227
N151	N	3.317038933	-0.32244886
N152	N	3.325814217	-0.627936959
N153	N	3.347792675	-0.088664018
N154	N	3.302626875	-0.018817407
N155	N	3.342640022	0.499174866
N156	N	3.35669495	0.023580957
N157	N	3.362532214	0.911957936
N158	N	3.346208372	-0.751247873
N159	N	3.372980207	1.251543975
N160	N	3.297164674	-0.319717338
N161	N	3.33100452	0.244498063
N162	N	3.319273731	-1.920387043
N163	N	3.303593923	-1.655449361
N164	N	3.307461624	-1.144277115
N165	N	3.317095142	0.0
N166	N	3.301540744	-0.8911499
N167	N	3.348238662	-1.208505937
N168	N	3.31615899	-1.942559873
N169	N	3.314949924	-0.004342473
N170	N	3.326865122	-0.081232837
N171	N	3.304446113	-0.773895764
N172	N	3.349998155	-0.24939414
N173	N	3.387798553	-0.263864492
N174	N	3.343880964	-0.289282687
N175	N	3.319732713	0.387625697
N176	N	3.351783484	-0.275132013
N177	N	3.335348824	0.021743975
N178	N	3.365844079	0.309562324
N179	N	3.323957359	-1.347869004
N180	N	3.352986784	-0.539125449
N181	N	3.349435355	0.191344512
N182	N	3.325662674	0.411222391
N183	N	3.358949518	0.061295689
N184	N	3.329085747	-1.136751524
N185	N	3.364363428	1.027037895
N186	N	3.325306868	0.0
N187	N	3.328478866	-0.318552058
N188	N	3.300857555	-1.531849236
N189	N	3.39024894	0.764367084
N190	N	3.356115576	0.0
N191	N	3.353650312	0.079828465
N192	N	3.323563729	-0.493926934
N193	N	3.282292943	-1.445526694
N194	N	3.331764445	-0.067572746
N195	N	3.386189735	0.708345172
N196	N	3.367481865	0.366098097
N197	N	3.336363846	-0.357452868
N198	N	3.319570867	-0.018974338
N199	N	3.371674147	0.471985697
N200	N	3.360986271	0.968613336
N201	N	3.282827741	-1.592629719
N202	N	3.378899515	1.650739793
N203	N	3.398856139	1.164855174
N204	N	3.281741863	-2.139958754
N205	N	3.378218859	1.206323026
N206	N	3.305894409	-0.167629272
N207	N	3.37312599	0.407947176
N208	N	3.30764003	-0.766258386
N209	N	3.361733312	-0.068288374
N210	N	3.333062365	0.52262251
N211	N	3.325441544	-0.355649849
N212	N	3.261625667	-0.967583818
N213	N	3.281875684	-2.301321221
N214	N	3.319321107	-0.461223572
N215	N	3.318427321	0.0
N216	N	3.350314172	0.290217488
N217	N	3.367617714	0.525308335
N218	N	3.375253919	0.469670712
N219	N	3.315673797	-0.34964187
N220	N	3.321672877	-1.091055858
N221	N	3.281911884	-2.271415039
N222	N	3.308583196	0.0
N223	N	3.304792027	-1.038149769
N224	N	3.301679907	-1.493687999
N225	N	3.333040575	-1.203206744
N226	N	3.380180436	0.36964717
N227	N	3.389046368	0.734448746
N228	N	3.288719081	-0.39400118
N229	N	3.373927117	0.359012534
N230	N	3.339312327	0.0
N231	N	3.348703335	0.245810699
N232	N	3.350017432	0.13288451
N233	N	3.324083372	-0.634907866
N234	N	3.336532754	-0.04083359
N235	N	3.375087215	0.037128395
N236	N	3.348926353	0.708365628
N237	N	3.296245023	-1.551337346
N238	N	3.325016839	-0.489842116
N239	N	3.388586476	0.480459349
N240	N	3.355525173	0.246975563
N241	N	3.31467916	-1.252827048
N242	N	3.325100445	0.606037877
N243	N	3.348837148	0.204312082
N244	N	3.32575239	-1.170026082
N245	N	3.329395458	-0.435477508
N246	N	3.353928318	1.716088483
N247	N	3.279743665	-0.589962714
N248	N	3.361873376	-0.797324718
N249	N	3.367101538	-0.065977093
N250	N	3.336372529	-1.744177193
N251	N	3.332854639	-0.442265845
N252	N	3.302428856	-0.881738781
N253	N	3.371558049	0.185611032
N254	N	3.359747371	0.0
N255	N	3.342400453	0.355322056
N256	N	3.362910394	-0.011070843
N257	N	3.320979152	-1.20570997
N258	N	3.286874999	-0.262228074
N259	N	3.31579216	0.0
N260	N	3.295763523	-0.66274563
N261	N	3.403543017	1.839945204
N262	N	3.327969092	-0.540004107
N263	N	3.306658988	-1.048736656
N264	N	3.321954826	-1.361616142
N265	N	3.302978298	-1.05471597
N266	N	3.321483085	-0.375675635
N267	N	3.286287412	-2.227070959
N268	N	3.37244934	0.139875895
N269	N	3.327019242	-0.519198878
N270	N	3.304900884	-1.660070363
N271	N	3.311136921	-0.968771525
N272	N	3.349555373	-0.795014573
N273	N	3.351881341	0.0
N275	N	3.320567685	-1.51143349
N276	N	3.318317344	-1.009399673
N277	N	3.355524571	0.426520751
N278	N	3.313541127	0.0
N279	N	3.303540784	-1.016857655
N280	N	3.28657173	-0.894510457
N281	N	3.30024097	-0.52932062
N282	N	3.36584558	-1.003233515
N283	N	3.344849138	-0.830716878
N284	N	3.355015518	1.091390453
N285	N	3.3286903	-0.119672948
N286	N	3.316284102	-0.234798792
N287	N	3.354822268	0.846954849
N288	N	3.306070796	-0.616551419
N289	N	3.294483272	-1.561021719
N290	N	3.371828228	-0.044654067
N291	N	3.29156351	-1.140956681
N292	N	3.331563849	-0.080312104
N293	N	3.340863095	0.0
N294	N	3.366858757	0.107308951
N295	N	3.317886885	-1.447671784
N296	N	3.378775256	0.0
N297	N	3.332268417	-0.919753779
N298	N	3.369953741	-0.348874368
N299	N	3.364328735	0.28527544
N300	N	3.324014115	-0.674962334
N301	N	3.319891925	-0.659145583
N302	N	3.344982984	0.531510317
N303	N	3.342411967	0.279547459
N304	N	3.368327656	0.726395777
N305	N	3.322781221	0.162579125
N306	N	3.323655598	-0.859137527
N307	N	3.35205256	0.12823967
N308	N	3.332389749	0.348873213
N309	N	3.328792991	-1.293007477
N310	N	3.439387079	1.98370836
N311	N	3.395425788	0.691323779
N312	N	3.330996589	0.083732862
N313	N	3.356664085	0.700652926
N314	N	3.313148931	-1.87118886
N315	N	3.322102061	0.319507311
N316	N	3.369459666	0.802340008
N317	N	3.336815105	0.0
N318	N	3.362865976	0.372142137
N319	N	3.295193853	-1.136138424
N320	N	3.332004191	-1.420554607
