sample	type	UAR	Z
N1	N	3.578550761	0.305154759
N2	N	3.572285596	0.25691401
N3	N	3.573461361	0.359660897
N4	N	3.579278101	0.528459048
N5	N	3.582122469	0.501419008
N6	N	3.56344923	-1.077415318
N7	N	3.582382148	0.201063274
N8	N	3.584680538	-0.106767618
N9	N	3.584836919	0.08589598
N10	N	3.58051017	0.579631568
N11	N	3.569679192	-0.080289987
N12	N	3.566426557	-0.734554843
N13	N	3.586079215	1.941537116
N14	N	3.56558815	-0.513040236
N15	N	3.588428771	1.011239755
N16	N	3.589764631	0.456166433
N17	N	3.560474779	-0.484339667
N18	N	3.577005092	0.086368111
N19	N	3.552239888	-0.914856942
N20	N	3.568237795	0.375115894
N21	N	3.584736556	0.653508898
N22	N	3.57895305	0.384001247
N23	N	3.559856342	0.058058656
N24	N	3.587802125	0.523506229
N25	N	3.574208982	-0.010103778
N26	N	3.567734855	-1.151190283
N27	N	3.573663315	0.421473302
N28	N	3.588588369	1.042299581
N29	N	3.580881691	-0.301027111
N30	N	3.568499255	-0.162268411
N31	N	3.566688109	-0.662224138
N32	N	3.575406424	0.155378152
N33	N	3.568295709	0.053173959
N34	N	3.568009451	-0.621681865
N35	N	3.557097314	-0.935464045
N36	N	3.578332468	0.036814555
N37	N	3.585204506	1.368280266
N38	N	3.574511518	0.055339134
N39	N	3.582237654	0.142101208
N40	N	3.574065689	0.368471126
N41	N	3.565951586	-0.258930681
N42	N	3.567180326	0.160322542
N43	N	3.570058084	-0.75863831
N44	N	3.576613109	-0.214679259
N45	N	3.567954323	0.020342728
N46	N	3.583458543	-0.429558167
N47	N	3.578709885	0.712441575
N48	N	3.576544981	0.343749161
N49	N	3.567890859	-0.235320752
N50	N	3.595451114	1.921362871
N51	N	3.574146546	0.423104759
N52	N	3.57911087	-0.32118553
N53	N	3.559913182	-0.953525489
N54	N	3.58964987	1.129906475
N55	N	3.578228408	0.503176763
N56	N	3.574293644	-0.388718451
N57	N	3.573872426	0.212923251
N58	N	3.57937623	-0.013740362
N59	N	3.577725514	0.35662537
N60	N	3.579369993	0.216932768
N61	N	3.580023097	0.216977486
N62	N	3.578538794	0.721267
N63	N	3.576159764	0.217060097
N64	N	3.571406421	0.430806123
N65	N	3.584061404	0.741564544
N66	N	3.580946833	0.49497622
N67	N	3.578545374	0.162320171
N68	N	3.581981251	0.542787023
N69	N	3.57277028	0.48038424
N70	N	3.579438891	0.502041592
N71	N	3.576984801	0.635750581
N72	N	3.579573835	0.214607251
N73	N	3.563310852	-0.55639051
N74	N	3.582922566	0.600594943
N75	N	3.569748841	-0.416720493
N76	N	3.578438287	0.018383605
N77	N	3.571511723	0.082000026
N78	N	3.585898804	0.732361998
N79	N	3.584736498	1.108476032
N80	N	3.571354995	-0.030635428
N81	N	3.555996863	-0.704857021
N82	N	3.570187847	-0.46336078
N83	N	3.562840055	-0.603094428
N84	N	3.566473983	-1.159124081
N85	N	3.588347063	0.665252765
N86	N	3.573509152	0.256947745
N87	N	3.578708517	-0.403230852
N88	N	3.580032029	0.364307924
N89	N	3.574590937	0.807751065
N90	N	3.55669663	-1.437202519
N91	N	3.5648254	-0.82796122
N92	N	3.582486139	0.11662963
N93	N	3.570665765	0.231400491
N94	N	3.586343364	1.418505058
N95	N	3.561508359	-0.582387033
N96	N	3.580535981	0.378876957
