sample	type	UAR	Z
N1	N	2.802552389	-5.631689373
N2	N	2.795843898	-4.425645555
N3	N	2.796433258	-2.979848801
N4	N	2.811824178	-4.962365075
N5	N	2.810091684	-4.063713331
N6	N	2.811556977	-4.183317724
N7	N	2.818880691	-3.968808855
N8	N	2.819493447	-2.446044553
N9	N	2.824953404	-2.053069321
N10	N	2.817070754	-3.611663363
N11	N	2.820576093	-2.431707398
N12	N	2.825771821	-2.324166079
N13	N	2.796639563	-6.841984052
N14	N	2.815227542	-3.9517574
N15	N	2.812372912	-3.57614501
N16	N	2.823592527	-3.334341877
N17	N	2.803351634	-4.633081638
N18	N	2.806338515	-3.533202327
N19	N	2.817956899	-2.28249353
N20	N	2.814740182	-3.04807487
N21	N	2.807361447	-3.42948211
N22	N	2.830514632	-2.492797811
N23	N	2.813430955	-3.534528605
N24	N	2.812107015	-2.432480035
N25	N	2.808270117	-3.954797406
N26	N	2.807769392	-4.466660903
N27	N	2.795621996	-3.997504288
N28	N	2.788808906	-4.187654692
N29	N	2.827939433	-1.848616988
N30	N	2.824946873	-2.244212001
N31	N	2.813878273	-5.500403142
N32	N	2.86615939	0.188659043
N33	N	2.820432287	-2.27810959
N34	N	2.81155718	-3.285630716
N35	N	2.819758441	-2.449929092
N36	N	2.846174175	-1.116340662
N37	N	2.793995573	-4.722388621
N38	N	2.810375895	-3.424179254
N39	N	2.811678012	-4.248197382
N40	N	2.804232028	-3.73402917
N41	N	2.820398393	-2.926306914
N42	N	2.812654337	-2.936644294
N43	N	2.818872947	-2.912252781
N44	N	2.815361212	-2.762702042
N45	N	2.810211237	-6.905852758
N46	N	2.812961206	-4.227787037
N47	N	2.834966159	-1.947169876
N48	N	2.799931855	-4.572954986
N49	N	2.823883671	-2.754298492
N50	N	2.808270867	-3.008181464
N51	N	2.794588627	-4.797648813
N52	N	2.814769905	-2.576735169
N53	N	2.794107354	-5.275835465
N54	N	2.81237799	-2.732368094
N55	N	2.809858704	-4.312639945
N56	N	2.80948279	-2.444846761
N57	N	2.815853896	-3.353961069
N58	N	2.810004404	-4.951269067
N59	N	2.809687681	-6.044512886
N60	N	2.809043867	-4.341959679
N61	N	2.810398456	-2.649653211
N62	N	2.800711145	-4.237736454
N63	N	2.823933424	-2.540738173
N64	N	2.799697602	-4.144661405
N65	N	2.81991102	-2.660758242
N66	N	2.823343382	-2.158708379
N67	N	2.818020721	-4.150446018
N68	N	2.787396321	-4.708839228
N69	N	2.797571226	-5.51876679
N70	N	2.82075263	-3.30145413
N71	N	2.797109832	-3.717708052
N72	N	2.782410943	-5.381455869
N73	N	2.813560703	-4.533900418
N74	N	2.833820284	-1.411199308
N75	N	2.808642979	-3.334083215
N76	N	2.806702265	-4.387784886
N77	N	2.827487356	-2.5571917
N78	N	2.795611107	-3.567932274
N79	N	2.785740427	-6.225355453
N80	N	2.813789522	-3.699185859
N81	N	2.789402125	-6.055042597
N82	N	2.807006315	-3.868978102
N83	N	2.800706344	-4.273168452
N84	N	2.819414339	-2.542170892
N85	N	2.807466104	-4.342416909
N86	N	2.788324667	-4.196529439
N87	N	2.823955803	-2.882400138
N88	N	2.811407216	-2.943297538
N89	N	2.792236566	-4.147281883
N90	N	2.809059698	-2.78555083
N91	N	2.807983352	-3.238665411
N92	N	2.802708525	-3.844482454
N93	N	2.809895772	-2.249771807
N94	N	2.817159813	-2.71908192
N95	N	2.793264055	-3.995124716
N96	N	2.831864407	-2.05919607
N97	N	2.822135331	-2.767645878
N98	N	2.787697779	-4.329216757
N99	N	2.819776079	-3.674865984
N100	N	2.828320401	-2.34615807
N101	N	2.80087419	-3.172289916
N102	N	2.820613264	-2.518963199
N103	N	2.837420041	-2.24423034
N104	N	2.792152203	-5.213530743
N105	N	2.818518971	-3.614344543
N106	N	2.83381377	-1.225933278
N107	N	2.817187874	-2.779371612
N108	N	2.819254051	-3.660180312
N109	N	2.791826305	-4.163405606
N110	N	2.821465098	-3.584807941
N111	N	2.791464222	-3.879660601
N112	N	2.81175625	-3.889666327
N113	N	2.82262057	-2.799621569
N114	N	2.808921398	-3.431408554
N115	N	2.800744648	-5.12592822
N116	N	2.793773114	-9.058282666
N117	N	2.798616254	-3.934963182
N118	N	2.822557444	-1.625876136
N119	N	2.816026974	-4.917398072
N120	N	2.803177427	-4.821504823
N121	N	2.803774767	-3.836141147
N122	N	2.804613299	-3.710662699
N123	N	2.81092938	-2.599515458
N124	N	2.799723953	-4.813976233
N125	N	2.809568851	-3.011205896
N126	N	2.818981314	-4.082704103
N127	N	2.828626434	-2.881521125
N128	N	2.825930049	-2.907147903
N129	N	2.840169619	-1.040011533
N130	N	2.809215851	-3.024812125
N131	N	2.822732035	-4.435146172
N132	N	2.788936275	-4.904758197
N133	N	2.80556325	-4.774288597
N134	N	2.786506491	-5.531415879
N135	N	2.810902357	-4.004634716
N136	N	2.808525984	-3.998706682
N137	N	2.809982518	-3.856076351
N138	N	2.814925675	-3.500134549
N139	N	2.807902865	-3.302628852
N140	N	2.819896656	-2.714930616
N141	N	2.795736056	-5.303739345
N142	N	2.823432101	-3.010965036
N143	N	2.809356745	-4.249115083
N144	N	2.815663351	-3.486534348
N145	N	2.826635141	-2.165707676
N146	N	2.806506822	-3.031999753
N147	N	2.801534921	-4.032043059
N148	N	2.81857251	-3.46787482
N149	N	2.80055686	-4.803179153
N150	N	2.805580692	-3.635332042
N151	N	2.819412547	-4.129512981
N152	N	2.814089608	-3.768732873
N153	N	2.821108193	-3.138905205
N154	N	2.815154895	-3.80530202
N155	N	2.79588885	-4.603640106
N156	N	2.822675171	-3.458694076
N157	N	2.808316181	-4.404612654
N158	N	2.807110968	-3.748988632
N159	N	2.832061516	-1.664873425
N160	N	2.81216041	-4.564548703
N161	N	2.809557605	-4.396302981
N162	N	2.809286972	-3.188266646
N163	N	2.816844086	-1.70226225
N164	N	2.809021254	-4.357023676
N165	N	2.773772695	-4.267713826
N166	N	2.795524281	-5.856360946
N167	N	2.782404704	-6.893756674
N168	N	2.814367843	-2.029818761
N169	N	2.823601967	-3.665436099
N170	N	2.811044596	-3.970316035
N171	N	2.820813768	-2.294180592
N172	N	2.809088808	-3.832429826
N173	N	2.797177674	-5.000688866
N174	N	2.809050956	-4.330505397
N175	N	2.792253295	-4.373779284
N176	N	2.812882048	-4.152413674
N177	N	2.818913671	-2.465623551
N178	N	2.806435684	-3.380811836
N179	N	2.810724726	-2.807911566
N180	N	2.81906994	-2.779671673
N181	N	2.81931643	-3.114062686
N182	N	2.808886339	-3.036213398
N183	N	2.792421526	-4.34931644
N184	N	2.816766924	-4.360990376
N185	N	2.806727838	-2.662916236
N186	N	2.809507529	-2.841095861
N187	N	2.800582323	-2.6092542
N188	N	2.802927649	-2.349202747
N189	N	2.805290666	-3.18385143
N190	N	2.807409243	-4.202889497
N191	N	2.839859962	-1.042909412
N192	N	2.826322071	-3.07509159
N193	N	2.806339475	-4.377946187
N194	N	2.788823698	-5.621563445
