sample	type	UAR	Z
N1	N	1.702765419	-12.10969823
N2	N	1.71979434	-21.9733291
N3	N	1.68991083	-12.34364427
N4	N	1.68996079	-13.70405802
N5	N	1.725726239	-12.6777642
N6	N	1.695654942	-17.19446587
N7	N	1.7251211	-15.09419012
N8	N	1.724163769	-23.54823199
N9	N	1.674318681	-10.85324054
N10	N	1.747033022	-12.03567387
N11	N	1.699370437	-13.00962592
N12	N	1.715056205	-7.370596666
N13	N	1.724906201	-8.136335208
N14	N	1.730751723	-12.859885
N15	N	1.711198887	-13.3381198
N16	N	1.666492285	-14.37415613
N17	N	1.734456305	-11.01749504
N18	N	1.730952253	-9.840614772
N19	N	1.787921006	-11.58911
N20	N	1.681176673	-39.3934473
N21	N	1.706898153	-16.92068034
N22	N	1.697412334	-17.57529547
N23	N	1.687577603	-11.69846495
N24	N	1.697238373	-11.34287117
N25	N	1.672259731	-12.99909397
N26	N	1.679325221	-26.21268926
N27	N	1.722438764	-10.66657453
N28	N	1.683007173	-12.80066251
N29	N	1.683234176	-18.1205127
N30	N	1.686730811	-17.34057467
N31	N	1.731759717	-14.88656587
N32	N	1.744435331	-9.336396632
N33	N	1.668794076	-12.11390625
N34	N	1.692110302	-13.88479429
N35	N	1.766223657	-23.84730298
N36	N	1.709099926	-17.42770611
N37	N	1.752858056	-18.0270453
N38	N	1.703159298	-13.00338279
N39	N	1.660085016	-21.56393253
N40	N	1.721949676	-15.25851426
N41	N	1.730256925	-7.672862514
N42	N	1.672665074	-11.22663683
N43	N	1.714757878	-15.19109966
N44	N	1.69209409	-12.53356778
N45	N	1.699682908	-10.58840287
N46	N	1.712036845	-9.611947103
N47	N	1.698105936	-13.19944202
N48	N	1.727146494	-17.5566469
N49	N	1.742835285	-15.98296468
N50	N	1.729602899	-14.11929651
N51	N	1.69074614	-17.70788317
N52	N	1.722720199	-12.73445305
N53	N	1.706977625	-16.17101563
N54	N	1.711209256	-16.60691219
N55	N	1.730954626	-9.862753906
N56	N	1.679704226	-11.00419413
N57	N	1.725884069	-8.778859272
N58	N	1.70682211	-7.117556385
N59	N	1.655763339	-23.82649057
N60	N	1.692817127	-15.41389037
N61	N	1.741546601	-7.080493849
N62	N	1.713094995	-14.73969724
N63	N	1.721979013	-24.5477379
N64	N	1.720388186	-10.41563886
N65	N	1.678941803	-12.02667167
N66	N	1.718642724	-11.22353624
N67	N	1.685580561	-10.91975329
N68	N	1.684038022	-9.298813931
N69	N	1.68626063	-13.8412421
N70	N	1.716351912	-53.0497111
N71	N	1.655598959	-8.657318515
N72	N	1.741591461	-24.67712138
N73	N	1.689969973	-10.34391214
N74	N	1.697668694	-10.70135044
N75	N	1.705250157	-17.53504247
N76	N	1.680508939	-18.33031293
N77	N	1.703560834	-18.4089524
N78	N	1.680267573	-26.64394052
N79	N	1.68998933	-24.18123305
N80	N	1.64592908	-8.442067827
N81	N	1.655554526	-11.68706969
N82	N	1.666768039	-25.40140926
N83	N	1.690683887	-15.02614055
