sample	type	UAR	Z
N1	N	7.127626625	0.402577655
N2	N	7.10936975	-0.396384368
N3	N	7.16238493	0.930321056
N4	N	7.200321423	1.61563563
N5	N	7.189578632	1.11402458
N6	N	7.075607939	-1.061695568
N7	N	7.13213892	0.42092366
N8	N	7.117795577	1.301327805
N9	N	7.068772895	-0.108196797
N10	N	7.1673634	1.23813261
N11	N	7.077649574	0.0
N12	N	7.129984371	0.187727932
N13	N	7.13074065	0.427982906
N14	N	7.033370208	-0.740844066
N15	N	7.20336928	1.026256424
N16	N	7.137900447	0.382864921
N17	N	7.218634396	1.113181722
N18	N	7.191069546	0.940289083
N19	N	7.0955438	-1.693912527
N20	N	7.16345325	-0.173349362
N21	N	7.153849432	-0.076937708
N22	N	7.131733727	0.094041284
N23	N	7.086075573	-0.441475791
N24	N	7.122528843	-0.127742715
N25	N	7.116926938	-0.578738976
N26	N	7.089178228	0.174523545
N27	N	7.146289285	0.847051527
N28	N	7.141668717	-0.356974802
N29	N	7.041820049	-0.559438772
N30	N	7.068149106	-0.199394731
N31	N	7.10244868	0.10454898
N32	N	7.126393165	0.0
N33	N	7.106686282	0.395117287
N34	N	7.027756885	-0.745194712
N35	N	7.028083927	-0.012112651
N36	N	7.081901566	-0.353994485
N37	N	7.155544271	0.850849869
N38	N	7.159405463	0.738132481
N39	N	7.209758679	0.066427177
N40	N	7.043124576	-1.11273348
N41	N	7.08026083	0.162095975
N42	N	7.054504226	-1.241283051
N43	N	7.086591621	-0.521646509
N44	N	7.06680124	-0.776574432
N45	N	7.175976671	1.116503152
N46	N	7.143903631	0.917092218
N47	N	7.032725761	-0.6824426
N48	N	7.080687859	-0.480540251
N49	N	7.157147884	0.836261462
N50	N	7.149292199	-0.103331207
N51	N	7.116229883	-0.834687938
N52	N	7.155956763	0.853476182
N53	N	7.163064418	0.865712987
N54	N	7.081486878	-0.637389711
N55	N	7.087583509	-0.187075715
N56	N	7.116359767	0.080482691
N57	N	7.183279289	1.050252979
N58	N	7.129583706	-0.066266015
N59	N	7.173267568	0.0
N60	N	7.083696094	-0.584724323
N61	N	7.112167513	0.150379641
N62	N	7.126160174	0.202251306
N63	N	7.141215654	1.015889201
N64	N	7.167733138	0.373853594
N65	N	7.164643675	0.468191936
N66	N	7.154508318	0.160085245
N67	N	7.155075725	0.063235488
N68	N	7.17752578	0.832622302
N69	N	7.123936161	-0.037153577
N70	N	7.058503777	-1.979515684
N71	N	7.087375595	0.046755124
N72	N	7.03806427	-3.12886672
N73	N	7.19867674	0.717668021
N74	N	7.093385304	0.310942567
N75	N	7.096649524	0.76181056
N76	N	7.191491619	0.829206875
N77	N	7.145798022	0.0
N78	N	7.158953351	0.0
N79	N	7.111967375	0.0
N80	N	7.102891852	0.0
N81	N	7.115177639	0.505353288
N82	N	7.176544052	1.168996415
N83	N	7.101026846	-0.033873203
N84	N	7.171072093	0.628613216
N85	N	7.151657955	0.109413426
N86	N	7.116082633	-0.043746494
N87	N	7.091841474	-0.442894577
N88	N	7.150248814	0.265447976
