sample	type	UAR	Z
N1	N	9.046434839	0.725724155
N2	N	9.063629245	0.681250317
N3	N	9.042414728	1.131182238
N4	N	9.03710395	0.42256246
N5	N	9.049410803	1.224118587
N6	N	8.944666843	-0.042721013
N7	N	9.040460376	0.961805446
N8	N	8.949510468	-0.084707499
N9	N	8.979845753	0.45968339
N10	N	9.092826114	1.356379731
N11	N	8.983123574	0.273818616
N12	N	9.047769869	0.397399545
N13	N	9.038613549	0.429664903
N14	N	8.968131383	-0.466571863
N15	N	9.023790991	0.28873161
N16	N	9.021525996	0.215717907
N17	N	9.003807698	0.165666931
N18	N	9.073005429	1.043118294
N19	N	9.09816364	0.288023785
N20	N	9.01743553	0.265869096
N21	N	8.959590221	0.170970654
N22	N	9.047577913	0.458026553
N23	N	8.852367313	-0.251524006
N24	N	8.939127091	0.0
N25	N	9.030970371	0.351443294
N26	N	8.952831841	-0.420797758
N27	N	9.094816573	1.60761443
N28	N	9.009118856	0.181839603
N29	N	9.060832547	1.767239317
N30	N	9.004583506	0.192670937
N31	N	8.966742473	0.828779523
N32	N	9.038532861	1.051199281
N33	N	9.047762997	0.423313557
N34	N	9.044099374	0.797473024
N35	N	8.990596226	-0.427619318
N36	N	9.082068048	0.76468301
N37	N	8.922874296	-0.628617699
N38	N	9.009330303	0.059499198
N39	N	9.042616688	0.114899739
N40	N	8.988240305	0.170600618
N41	N	9.041501927	0.635089784
N42	N	9.025592411	0.216365194
N43	N	8.99815388	0.257576113
N44	N	9.056395123	0.831232913
N45	N	9.069057568	1.080005305
N46	N	9.050414718	1.54391772
N47	N	9.03197506	0.81171558
N48	N	9.067690197	1.005862217
N49	N	9.012962196	0.863594572
N50	N	8.976694656	-0.119133173
N51	N	9.053124212	0.0
N52	N	8.931278564	-0.588205224
N53	N	8.960214798	0.0
N54	N	9.0328163	0.903834433
N55	N	8.983622184	-0.370413292
N56	N	9.087821805	1.101276472
N57	N	8.97462243	0.733386515
N58	N	8.913403845	0.354576422
N59	N	9.007896893	0.018719341
N60	N	9.013488374	0.0550383
N61	N	9.11152497	1.135741352
N62	N	9.06094854	1.31568217
N63	N	8.971434854	-0.704201314
N64	N	8.950076872	-0.647965796
N65	N	9.015580498	0.405865964
N66	N	8.986082328	-0.157214821
N67	N	8.99754289	0.236374246
N68	N	9.076350085	0.646118557
N69	N	8.985644414	0.000844068
N70	N	9.013001903	0.286887261
N71	N	9.048300935	-0.015869543
N72	N	8.986746343	0.437401371
N73	N	8.925834681	-0.402307082
N74	N	9.035715545	0.505960671
N75	N	9.012299385	0.0
N76	N	9.058712286	1.02579172
N77	N	9.008578085	0.853087754
N78	N	9.07568272	2.160790359
N79	N	9.019156757	1.53612951
N80	N	9.034433742	0.353955151
N81	N	9.018004391	0.570975891
N82	N	9.076178073	1.41400591
N83	N	9.021427581	0.334233273
N84	N	9.08420457	0.279764465
N85	N	9.03647152	0.199137097
N86	N	8.982193238	-0.158347769
N87	N	9.013900994	0.065025392
N88	N	8.993705417	0.892402541
N89	N	8.984190482	0.076853938
N90	N	9.019541753	0.648194755
N91	N	9.086279773	0.148205194
N92	N	8.988666496	0.171257365
N93	N	9.109307324	1.271220277
N94	N	8.928213659	-0.40866146
N95	N	9.016091689	0.109516732
N96	N	8.99297619	0.026055215
N97	N	9.087754376	1.637692397
N98	N	8.974054213	0.415393369
N99	N	9.040787317	0.450081601
N100	N	9.04920208	0.146824072
N101	N	9.015881732	0.275353132
N102	N	9.037306682	0.349945826
N103	N	9.117340553	1.204515941
N104	N	8.974620407	0.0
N105	N	9.028977689	0.753688548
N106	N	8.994524511	0.759280905
N107	N	8.927456462	-0.128806575
N108	N	8.853317566	-0.814090528
N109	N	9.038138098	0.758437654
N110	N	8.928104528	-0.66606446
N111	N	9.065669428	0.59129966
N112	N	9.05271462	0.232115885
N113	N	9.034352821	0.469752556
N114	N	9.032616449	0.95722344
N115	N	8.984041307	0.163164955
N116	N	9.039602412	1.347377508
N117	N	9.034635048	0.73759923
N118	N	9.02684115	0.347063104
N119	N	9.043310688	0.36999494
N120	N	9.004971743	1.529761744
N121	N	9.014171803	0.243064455
N122	N	9.029455906	0.0
N123	N	9.053946588	0.995118632
N124	N	8.999218085	0.737159613
N125	N	9.058856438	0.87399331
N126	N	9.013381863	0.287852238
N127	N	9.014769887	0.15085131
N128	N	8.989715507	0.301417479
N129	N	8.989120056	0.032395963
N130	N	9.048478556	0.935747262
N131	N	8.986006055	0.092813283
N132	N	9.021957718	0.052534485
N133	N	9.028034273	0.232477684
N134	N	8.969593716	-0.088350222
N135	N	8.932885509	-0.002501616
N136	N	9.010552815	0.56578762
N137	N	9.122454849	1.387829138
N138	N	9.033790171	0.121815198
N139	N	8.98849565	0.864370475
N140	N	8.972781348	-0.32392686
N141	N	9.046169946	0.867937463
N142	N	9.062976141	1.29523934
N143	N	8.956846275	0.129556709
N144	N	8.997392945	0.433784434
N145	N	9.065593457	0.518092007
N146	N	9.031108855	0.388137262
N147	N	9.008014072	0.634444952
N148	N	9.00548362	0.449506494
N149	N	9.082513411	1.685118168
N150	N	9.024963596	1.101083696
N151	N	9.056689823	0.731735816
N152	N	8.909833405	-0.460303298
N153	N	9.018407852	0.670042815
N154	N	9.046317079	1.148861346
N155	N	8.983453232	0.455285559
N156	N	8.953523568	-0.03846105
N157	N	8.906162878	-0.093136788
N158	N	8.994302521	0.0
N159	N	9.006202528	0.053821054
N160	N	9.030318957	0.69665417
N161	N	8.948819941	0.336011515
N162	N	9.03885549	1.100258581
N163	N	9.108050189	1.15292382
N164	N	9.092895104	1.803566648
N165	N	9.086444058	0.828404931
N166	N	9.021063081	0.374853623
N167	N	9.035405451	0.870844111
N168	N	8.962665982	0.128407116
N169	N	9.027903573	0.802338642
N170	N	9.04122219	0.528357964
N171	N	8.948723101	0.241061159
N172	N	8.982305759	0.658160254
N173	N	9.011590431	0.543778304
N174	N	9.00513963	0.0
N175	N	8.985218633	0.588279503
N176	N	9.069612126	1.354874339
N177	N	9.034762305	0.63820254
N178	N	9.078328717	1.52415779
N179	N	8.985015891	-0.507823809
N180	N	9.079936286	1.097114281
N181	N	8.965156644	0.0
N182	N	9.047206735	0.879061071
N183	N	8.956743542	-0.017925737
N184	N	8.998976443	0.463397696
N185	N	9.053014722	0.616471288
N186	N	9.169621739	1.684347951
N187	N	9.05257117	1.107814435
N188	N	9.064569101	0.65146125
N189	N	8.998732323	0.277719631
N190	N	9.089400148	0.774880246
N191	N	9.043982803	1.866843627
N192	N	8.970977163	0.159439119
N193	N	9.135759817	0.941280428
N194	N	9.098693809	0.689005972
N195	N	9.023282619	0.730181215
N196	N	8.98671024	-0.032828405
N197	N	9.034269617	0.98905341
N198	N	9.008265728	0.82117608
N199	N	8.998672763	0.285470541
N200	N	8.982554024	-0.194789797
N201	N	9.032810489	0.749380416
N202	N	9.126998591	2.118923698
N203	N	9.085655006	1.418472033
N204	N	9.074315497	0.0
N205	N	8.937175946	-0.455415039
N206	N	9.040246911	0.0
N207	N	8.992337599	0.629224589
N208	N	9.079238889	0.785297917
N209	N	8.952627641	0.158027611
N210	N	9.043767548	0.043115072
N211	N	9.04925526	1.741057931
N212	N	8.997677785	0.198193714
N213	N	9.041868953	0.822347572
N214	N	8.978189734	0.122611652
N215	N	9.014345584	0.788124092
N216	N	9.080878288	0.765302717
N217	N	9.069079411	0.926546052
N218	N	8.98674778	0.082978099
N219	N	8.9965094	0.635969248
N220	N	8.971268411	0.030732846
N221	N	9.088346256	0.675448838
N222	N	8.980095774	-0.119052171
N223	N	9.008075452	0.990869723
N224	N	9.001095607	0.914793091
N225	N	9.043745993	1.302144289
N226	N	8.98898393	0.086030782
N227	N	9.01086774	0.955189207
N228	N	9.009770596	0.614593043
N229	N	8.995637424	0.376673996
N230	N	9.093046573	1.275542879
N231	N	8.944912034	-0.590480815
