sample	type	UAR	Z
N1	N	5.434478525	-0.338259102
N2	N	5.440720355	0.717319066
N3	N	5.424233699	-0.521050594
N4	N	5.431719919	1.183790667
N5	N	5.427394685	0.0
N6	N	5.425939421	0.0
N7	N	5.415004408	-1.470385435
N8	N	5.413106289	0.1312239
N9	N	5.46015244	0.644900965
N10	N	5.427627463	-0.210324083
N11	N	5.437618191	-0.03235667
N12	N	5.412208227	-0.258545699
N13	N	5.447028172	1.104382835
N14	N	5.413931701	-0.455694037
N15	N	5.424915361	-0.422677837
N16	N	5.417792595	0.28607403
N17	N	5.427674196	-0.114840075
N18	N	5.422034219	-0.358964958
N19	N	5.435945644	0.142480825
N20	N	5.41508409	-0.317867961
N21	N	5.412019472	-0.746329735
N22	N	5.431422194	-0.014525984
N23	N	5.439659518	0.084045482
N24	N	5.411741837	-0.697621189
N25	N	5.448517405	0.697837148
N26	N	5.433325437	0.0
N27	N	5.435728292	-0.048557504
N28	N	5.422732299	-0.018013276
N29	N	5.411400414	-0.451724214
N30	N	5.396964287	-0.611093747
N31	N	5.431326414	0.023713811
N32	N	5.420140202	0.0
N33	N	5.387220878	-1.44039554
N34	N	5.415543645	-0.354784365
N35	N	5.468807994	0.587039881
N36	N	5.404286171	-0.2026889
N37	N	5.426198477	-0.338609505
N38	N	5.443626712	1.508959189
N39	N	5.461101657	0.711003766
N40	N	5.434957415	-0.071902892
N41	N	5.442661916	0.153403093
N42	N	5.445886902	0.721544122
N43	N	5.427245465	-0.105519768
N44	N	5.436949448	-0.118321092
N45	N	5.420666689	0.0
N46	N	5.440136933	0.141178699
N47	N	5.432903192	-0.111160385
N48	N	5.444273801	0.416050166
N49	N	5.441764918	0.0
N50	N	5.451957935	0.169789913
N51	N	5.455325386	0.765210029
N52	N	5.416763854	-0.09823622
N53	N	5.433578019	-0.171100207
N54	N	5.432126488	-0.469156523
N55	N	5.412631631	-0.443464563
N56	N	5.434754007	-0.170572671
N57	N	5.430532398	-0.515515157
N58	N	5.438822503	0.326596067
N59	N	5.405416511	-1.012829439
N60	N	5.397681687	-1.065511636
N61	N	5.458279169	0.525884716
N62	N	5.441344583	0.734249008
N63	N	5.42899347	0.058192698
N64	N	5.439988459	0.222805958
N65	N	5.430679069	0.005471998
N66	N	5.421077641	-0.057597592
N67	N	5.421971944	-0.122555112
N68	N	5.422174439	0.171799129
N69	N	5.444904921	0.752336256
N70	N	5.426205486	-0.115221547
N71	N	5.397419173	-1.007476563
N72	N	5.482431305	1.141701859
N73	N	5.430201096	0.0
N74	N	5.405442501	-0.863118441
N75	N	5.438147571	0.407954794
N76	N	5.433018695	-0.042064393
N77	N	5.402572824	-0.052761848
N78	N	5.44276448	-0.298745674
N79	N	5.433659848	-0.149246616
N80	N	5.416024131	-0.098985559
N81	N	5.426819235	-0.0266418
N82	N	5.411820319	-0.44320543
N83	N	5.425983971	-0.160915993
N84	N	5.432333794	0.536827463
N85	N	5.442030621	0.0
N86	N	5.43805751	0.0
N87	N	5.442902505	-0.347473974
N88	N	5.41218282	-0.255148035
N89	N	5.456021929	0.465571815
N90	N	5.429951827	0.0
N91	N	5.418384857	-0.279665845
N92	N	5.45273176	-0.111727345
N93	N	5.402183386	-0.770740633
N94	N	5.412083528	-0.333833405
