sample	type	UAR	Z
N1	N	6.982705284	-2.188604853
N2	N	6.995847525	-1.434973318
N3	N	6.98635365	-2.205481317
N4	N	7.030114866	-1.48116969
N5	N	6.988950933	-1.295750288
N6	N	6.979149843	-2.338342855
N7	N	7.007492788	-2.975680928
N8	N	6.956765636	-2.699947829
N9	N	7.012142913	-1.478120148
N10	N	6.976246999	-2.048311208
N11	N	6.984166991	-1.54322825
N12	N	7.013605839	-1.879087624
N13	N	6.979046998	-2.490852874
N14	N	6.958778179	-2.339853411
N15	N	6.984494967	-2.141792499
N16	N	7.013584356	-1.730743454
N17	N	7.036358906	-1.540488332
N18	N	6.988221015	-1.819550137
N19	N	6.988580066	-2.527128677
N20	N	6.941522568	-2.484917149
N21	N	6.974555926	-1.653270516
N22	N	7.011618109	-1.477462476
N23	N	6.990318528	-1.887737969
N24	N	6.986325371	-2.263597266
N25	N	6.972490347	-2.410042267
N26	N	6.993307557	-1.637805018
N27	N	6.988758045	-1.950632031
N28	N	6.998249776	-1.897093736
N29	N	6.987003697	-2.085828736
N30	N	6.935204031	-2.169294089
N31	N	7.001835978	-1.476019468
N32	N	6.957227789	-2.250772654
N33	N	6.948273919	-1.952101154
N34	N	6.959704183	-2.381722561
N35	N	6.990948149	-1.972871914
N36	N	7.003671206	-1.787328301
N37	N	6.996990528	-2.218686824
N38	N	6.99141419	-1.150898304
N39	N	6.985628412	-2.309552742
N40	N	6.988414345	-2.03366186
N41	N	7.005544092	-2.703977176
N42	N	7.003144545	-1.6210776
N43	N	6.999089238	-2.228987632
N44	N	6.976998195	-2.583495239
N45	N	6.967036587	-2.432591313
N46	N	6.985702478	-2.353080914
N47	N	6.958855734	-1.652623666
N48	N	7.004743937	-2.801177997
N49	N	6.962665313	-2.344568833
N50	N	7.003806645	-1.471771661
N51	N	7.001324937	-1.710955404
N52	N	6.98103977	-1.538903194
N53	N	6.971663871	-2.246164954
N54	N	7.010382217	-1.713848293
N55	N	6.998416846	-2.040843776
N56	N	6.962595427	-2.488483407
N57	N	6.989554181	-2.077214749
N58	N	6.999034572	-2.183088793
N59	N	6.971050302	-2.290357784
N60	N	6.990777776	-1.860136758
N61	N	6.981575884	-1.952692624
N62	N	7.00487835	-1.972143635
N63	N	6.996738093	-1.361935526
N64	N	6.981750875	-1.639058107
N65	N	6.970372542	-2.018421455
N66	N	6.947418719	-2.355727422
N67	N	6.988210377	-2.190186132
N68	N	6.982558787	-2.439919288
N69	N	7.003773125	-2.532567067
N70	N	6.971163906	-1.874092365
N71	N	6.965656238	-1.908535537
N72	N	7.007630728	-2.003625743
N73	N	7.014073735	-2.345263937
N74	N	6.997224701	-2.08636711
N75	N	7.004844252	-1.91972488
N76	N	6.995297001	-1.621952954
N77	N	6.988795933	-2.253745903
N78	N	7.002233113	-1.219403556
N79	N	7.020357892	-2.166489945
N80	N	7.005806433	-1.599247
N81	N	6.965127467	-2.748080766
N82	N	6.996140571	-2.212276972
N83	N	6.999522579	-1.890280783
N84	N	6.990617641	-1.774960168
N85	N	7.004849407	-1.708195111
N86	N	7.014773538	-1.636132205
N87	N	6.92802816	-2.785866914
N88	N	7.017295723	-1.688307251
N89	N	6.985895776	-2.422839408
N90	N	6.982476872	-1.698210966
N91	N	6.97892488	-1.929767549
N92	N	6.992813974	-2.54059959
N93	N	6.944655906	-2.135832394
N94	N	7.000723949	-2.18136159
N95	N	6.9953189	-2.408387419
N96	N	6.986334855	-1.343414543
N97	N	6.992440196	-1.863587325
N98	N	7.006070868	-2.287314287
N99	N	6.962843901	-1.836404151
N100	N	6.96971358	-2.258622186
N101	N	6.946255454	-2.187249197
N102	N	6.968852959	-2.731330344
N103	N	7.008411501	-1.997001221
N104	N	6.983361792	-2.20698748
N105	N	6.955834685	-2.24729812
N106	N	6.949559654	-2.18896388
N107	N	6.952626443	-1.950761686
N108	N	6.982170109	-1.628200739
N109	N	7.0412358	-1.331984189
N110	N	6.984760384	-2.667561492
N111	N	6.981911013	-1.457478373
N112	N	6.986869338	-1.880548284
N113	N	6.974481575	-2.263760806
N114	N	6.996885689	-2.328777666
N115	N	7.029810231	-2.097404653
N116	N	6.974370791	-2.833853508
N117	N	7.008748503	-2.225596009
N118	N	6.997041009	-1.984257984
N119	N	6.974336428	-2.561724445
N120	N	6.997700987	-1.829904181
N121	N	6.993647924	-1.560013079
N122	N	7.004347251	-1.041546514
N123	N	6.980912532	-1.612964222
N124	N	6.974907815	-2.137207552
N125	N	6.943293938	-3.194666013
N126	N	6.990520336	-2.364691747
N127	N	6.96942202	-2.570687713
N128	N	6.952479997	-2.374743056
N129	N	6.930806182	-2.702196712
N130	N	6.971659083	-2.363110743
N131	N	6.979433799	-2.442597781
N132	N	7.002743649	-1.642513317
N133	N	6.987446658	-2.051124305
N134	N	7.02197937	-1.537241841
N135	N	6.964654608	-2.761324374
N136	N	7.007847531	-1.393782503
N137	N	6.990549864	-2.110029789
N138	N	6.990150599	-2.382931162
N139	N	6.985113595	-1.595679869
N140	N	6.967434423	-2.665017356
N141	N	7.018841433	-1.797582274
N142	N	6.973512847	-2.471965435
N143	N	6.978026885	-2.236644187
N144	N	6.996391965	-1.736612862
N145	N	6.945236734	-2.44519266
N146	N	6.94969339	-2.502552277
N147	N	7.00279203	-1.810646859
N148	N	6.95843198	-2.386958357
N149	N	6.979047752	-2.673455118
N150	N	6.971492693	-1.624419935
N151	N	6.996129297	-2.117454359
N152	N	6.950163661	-2.736101002
N153	N	7.011159078	-3.38070459
N154	N	6.979224691	-1.96660084
N155	N	6.98526562	-2.154348368
N156	N	6.941876344	-1.740886936
N157	N	7.003853702	-1.706001928
N158	N	6.99853012	-2.249941219
N159	N	6.947586148	-2.506854833
N160	N	7.028556741	-1.936609339
N161	N	6.973494341	-2.530877455
N162	N	6.99366996	-2.538752084
N163	N	7.022314752	-1.583746953
N164	N	6.959702112	-0.963689234
N165	N	7.052337919	-0.807172353
N166	N	7.000647047	-1.935663195
N167	N	7.013202036	-1.192299732
N168	N	6.97921645	-1.684509363
N169	N	7.003578994	-1.503965111
N170	N	6.989048428	-2.438972196
N171	N	6.970907151	-2.349981326
N172	N	6.995438357	-2.089368447
N173	N	6.980968461	-2.1606653
N174	N	6.999548958	-2.877047971
N175	N	6.996336927	-2.025191474
N176	N	7.012531292	-2.400467351
N177	N	6.971164675	-2.586773647
N178	N	6.985029057	-2.514639838
N179	N	6.984223145	-2.604793734
N180	N	6.995677919	-2.051608431
N181	N	6.970673613	-2.494947098
N182	N	7.044255848	-1.353141188
N183	N	7.010587576	-1.593922537
N184	N	6.998917657	-2.048577105
N185	N	6.985084954	-2.156520049
N186	N	6.985397328	-1.853941607
N187	N	7.015056273	-0.726687075
N188	N	6.986122372	-2.34430699
N189	N	6.98049953	-2.047137005
N190	N	6.945130363	-2.719794237
N191	N	6.966433627	-1.852467718
N192	N	6.919992993	-2.355409505
N193	N	7.011061903	-1.456957672
N194	N	7.01407487	-1.144757617
N195	N	7.002999749	-1.833204289
N196	N	6.960004556	-1.937485094
N197	N	7.001883104	-1.4432208
N198	N	6.987765479	-1.249375904
N199	N	6.98161131	-1.762550875
N200	N	6.956960467	-2.30844343
N201	N	6.973401639	-1.664533451
N202	N	7.003408611	-1.650193648
N203	N	6.986252247	-2.12358255
N204	N	6.977907799	-1.546653922
N205	N	6.979166619	-2.303177391
N206	N	7.005823337	-2.196005188
N207	N	7.00530204	-2.260228643
N208	N	6.981219952	-2.226490511
N209	N	6.988190448	-2.155462889
N210	N	6.982159817	-1.537101861
N211	N	6.962904749	-2.49214522
N212	N	6.923836551	-1.425766645
N213	N	6.966066712	-2.189821338
N214	N	7.011247255	-1.551406996
N215	N	7.018263203	-1.786468907
N216	N	6.988603548	-2.107046026
N217	N	6.9825227	-1.747638268
N218	N	6.978518409	-1.864190182
N219	N	6.992933295	-1.718430952
N220	N	7.014853	-1.431674771
N221	N	7.030806149	-2.030855547
N222	N	6.993128331	-2.050714501
N223	N	6.989388337	-2.647575237
N224	N	7.004914634	-2.377022673
N225	N	6.963746361	-2.418476682
N226	N	6.997022367	-2.19478296
N227	N	6.947439421	-2.01411678
N228	N	6.971863378	-1.740097254
N229	N	6.994123126	-2.19116129
N230	N	6.991205914	-2.087765806
N231	N	6.960255524	-3.026480584
N232	N	7.019496553	-1.582287318
N233	N	6.960028283	-2.38803693
N234	N	6.947708431	-2.113548094
N235	N	6.984761477	-2.77165365
N236	N	7.017990507	-2.019331783
N237	N	6.981045909	-1.80943416
N238	N	6.997997052	-1.704964211
N239	N	7.00572588	-2.414972554
N240	N	6.986722434	-2.041374235
N241	N	6.966137741	-2.477848785
N242	N	6.976829296	-1.610181608
N243	N	6.938083413	-2.977777084
N244	N	6.973864216	-2.217589951
N245	N	6.959811917	-1.593962778
N246	N	6.971977074	-2.242116463
N247	N	6.95207832	-1.992529624
N248	N	6.972525956	-2.561567316
N249	N	6.968508838	-1.397094838
N250	N	6.953642704	-2.105119152
N251	N	6.96751234	-1.738747871
N252	N	7.032776617	-1.358313412
N253	N	6.960302899	-2.494781951
N254	N	6.9374214	-2.045008833
N255	N	6.984844984	-2.181525992
