sample	type	UAR	Z
N1	N	4.909249891	0.740077942
N2	N	4.903369487	1.22955112
N3	N	4.906711073	1.113199108
N4	N	4.896916619	-0.000409909
N5	N	4.912898538	0.967997232
N6	N	4.890445513	0.206198301
N7	N	4.884444267	0.0
N8	N	4.899251882	0.757281349
N9	N	4.907334344	1.193473688
N10	N	4.918163227	1.075275303
N11	N	4.909391146	0.291573053
N12	N	4.913871388	1.540181956
N13	N	4.906967231	0.502537456
N14	N	4.900996328	0.761848642
N15	N	4.915187367	1.044790438
N16	N	4.883614406	0.0
N17	N	4.896310296	1.201459077
N18	N	4.89634701	0.816572605
N19	N	4.897039401	0.654655733
N20	N	4.918584173	0.75209999
N21	N	4.898386723	0.933460805
N22	N	4.875412663	-0.041930206
N23	N	4.899805862	0.700999
N24	N	4.910754181	0.350665055
N25	N	4.870678574	-0.367454409
N26	N	4.891378279	0.943263215
N27	N	4.880162478	0.70064153
N28	N	4.914081766	0.615660587
N29	N	4.891642869	-0.006977437
N30	N	4.889462897	0.593209263
N31	N	4.890204397	0.0
N32	N	4.895133069	0.91472666
N33	N	4.909833926	0.125719061
N34	N	4.883802397	0.450571249
N35	N	4.902923765	0.258666316
N36	N	4.892839396	0.092668845
N37	N	4.90963874	0.917873503
N38	N	4.881604888	0.738600486
N39	N	4.892581822	1.16031608
N40	N	4.908715388	0.274364299
N41	N	4.880839792	-0.001312785
N42	N	4.887028474	0.927296332
N43	N	4.911869465	1.529486746
N44	N	4.872031822	0.132895917
N45	N	4.889877631	0.086719264
N46	N	4.885047268	0.296258309
N47	N	4.88399348	0.357823299
N48	N	4.85154088	-1.409786017
N49	N	4.898079641	0.306466466
N50	N	4.891672689	0.844556469
N51	N	4.885051623	0.042565229
N52	N	4.899234023	0.874970188
N53	N	4.910968249	0.544346724
N54	N	4.866663102	0.236637061
N55	N	4.898752822	0.310198942
N56	N	4.890528764	0.320641307
N57	N	4.909944155	1.355227606
N58	N	4.890105297	0.21212641
N59	N	4.865589576	0.114147007
N60	N	4.914237647	0.461430735
N61	N	4.891182165	0.198429256
N62	N	4.905831505	1.274573736
N63	N	4.90105623	0.762443563
N64	N	4.886885531	0.06323292
N65	N	4.874807084	-0.14562425
N66	N	4.911615327	1.352330716
N67	N	4.898412056	0.741971081
N68	N	4.905882749	0.870057922
N69	N	4.897184082	0.705628113
N70	N	4.889037226	0.738971188
N71	N	4.896771291	0.240910362
N72	N	4.913183042	0.813901057
N73	N	4.904890642	0.849314535
N74	N	4.90698874	0.014077388
N75	N	4.904654753	1.32723625
N76	N	4.925250945	1.171712519
N77	N	4.891857191	-0.006189233
N78	N	4.919991986	1.829268932
N79	N	4.886807558	0.560904881
N80	N	4.909236587	0.834355114
N81	N	4.887088153	0.605847138
N82	N	4.89254566	1.243682055
N83	N	4.901382953	1.079308761
N84	N	4.898207848	0.604920825
N85	N	4.879358719	0.410593055
N86	N	4.881094742	0.201007687
N87	N	4.864945477	0.042289134
N88	N	4.894020832	1.555158662
