sample	type	UAR	Z
N1	N	1.284456381	2.111298024
N2	N	1.286241429	1.874350869
N3	N	1.293922143	3.125173492
N4	N	1.265260044	0.262427897
N5	N	1.301177527	3.648612455
N6	N	1.267487024	-0.168087628
N7	N	1.284274548	0.806282486
N8	N	1.282755569	0.860319934
N9	N	1.284369143	4.233130187
N10	N	1.283783153	1.829897165
N11	N	1.301015072	2.08141049
N12	N	1.272826294	0.746928731
N13	N	1.288652618	3.033578706
N14	N	1.289750159	1.818572769
N15	N	1.286571911	1.993695688
N16	N	1.287206933	1.568248917
N17	N	1.276448547	-0.107461671
N18	N	1.284740729	1.991201561
N19	N	1.270258138	0.726377936
N20	N	1.270027447	1.43791245
N21	N	1.291606833	2.94206622
N22	N	1.281609134	0.814914935
N23	N	1.281186151	1.168050206
N24	N	1.274376415	-0.497706414
N25	N	1.283935764	0.834033315
N26	N	1.288451065	1.575581862
N27	N	1.273631848	0.764179115
N28	N	1.272146375	0.967445775
N29	N	1.295935657	3.669393785
N30	N	1.278919286	1.5062626
N31	N	1.275494811	3.219582646
N32	N	1.27632503	0.558453094
N33	N	1.272920127	0.353640694
N34	N	1.290188106	2.021607861
N35	N	1.281379086	0.155941886
N36	N	1.296777128	3.652997733
N37	N	1.284410945	0.899142532
N38	N	1.284343792	3.23371425
N39	N	1.275609266	0.560014497
N40	N	1.281561866	1.379490516
N41	N	1.281691993	1.146495931
N42	N	1.272301084	-0.76786547
N43	N	1.285737974	1.517926493
N44	N	1.282843042	1.107347883
N45	N	1.276917634	1.668686259
N46	N	1.28208097	0.975336905
N47	N	1.291062154	2.381545563
N48	N	1.277287213	-0.960440533
N49	N	1.290788405	1.784197981
N50	N	1.278427288	0.332428996
N51	N	1.283410639	1.571430086
N52	N	1.285123764	2.118633908
N53	N	1.268068483	-0.216566481
N54	N	1.268657344	-1.319669084
N55	N	1.27241638	1.84604542
N56	N	1.287330171	2.339462798
N57	N	1.275760753	-0.501636394
N58	N	1.278785283	3.274532942
N59	N	1.300128317	2.234341137
N60	N	1.27262058	0.033747217
N61	N	1.285117608	1.605093528
N62	N	1.281393122	0.623806843
N63	N	1.284085897	2.531549285
N64	N	1.277109288	0.633693179
N65	N	1.285339061	2.515598413
N66	N	1.273488787	-0.730718015
N67	N	1.280488926	0.432372074
N68	N	1.27936073	1.269105792
N69	N	1.281175738	1.36159764
N70	N	1.27697685	0.650842736
N71	N	1.278184867	1.90753814
N72	N	1.291192114	1.426563205
N73	N	1.287989287	1.379120514
N74	N	1.276413607	1.801313618
N75	N	1.281447104	0.908931048
N76	N	1.279054941	1.004998131
N77	N	1.269286222	-0.839042246
N78	N	1.287075669	0.817843556
N79	N	1.280314057	1.31983461
N80	N	1.282507862	1.536230958
N81	N	1.292599547	2.553792586
N82	N	1.289076157	2.193984194
N83	N	1.282620135	2.040824642
N84	N	1.266450304	1.13066668
N85	N	1.295895334	4.220928853
N86	N	1.282768916	2.668035264
N87	N	1.280888174	1.644210967
N88	N	1.288229324	1.932129855
N89	N	1.275832768	0.38715368
N90	N	1.269682089	-0.213820782
N91	N	1.284943757	1.410227326
N92	N	1.271461522	1.343649965
N93	N	1.284211772	2.179021594
N94	N	1.279705571	1.540023511
N95	N	1.285371698	1.385390338
N96	N	1.282134102	1.114542716
N97	N	1.285225709	1.838751249
N98	N	1.275017182	0.143112991
N99	N	1.273885752	0.606081885
N100	N	1.303941108	3.297277677
N101	N	1.289564864	0.527642183
N102	N	1.286465712	1.848895484
N103	N	1.292091555	2.076077103
N104	N	1.28612901	0.617233724
N105	N	1.278669149	1.339733989
N106	N	1.2892654	1.580203883
N107	N	1.280647705	1.480877278
N108	N	1.265409801	0.93745277
N109	N	1.262195192	-0.645275289
N110	N	1.286193624	1.132335363
N111	N	1.298609068	3.809397127
N112	N	1.288450692	2.821095739
N113	N	1.285932726	2.446651934
N114	N	1.284957386	1.024096899
N115	N	1.287103543	1.560939588
N116	N	1.286034596	1.84055408
N117	N	1.284979995	2.438176249
N118	N	1.288615702	1.342754928
N119	N	1.273842798	0.430846921
N120	N	1.283561963	1.486032212
N121	N	1.281083266	0.57650566
N122	N	1.288182598	2.687044483
N123	N	1.280057642	1.123296952
N124	N	1.277657059	1.067184196
N125	N	1.26981459	0.487854473
N126	N	1.281325853	1.997634689
N127	N	1.283656152	0.77687888
N128	N	1.273129032	-0.632107127
N129	N	1.276330044	0.897296865
N130	N	1.28172563	3.052725834
N131	N	1.280538869	1.388655723
N132	N	1.290297859	2.175478682
N133	N	1.271823269	1.06510975
N134	N	1.280062965	2.524716443
N135	N	1.296801155	2.324486046
N136	N	1.27343932	0.773152574
N137	N	1.284993876	1.259066691
N138	N	1.287107913	2.571112175
N139	N	1.289877688	2.015537177
N140	N	1.283138132	2.235588087
N141	N	1.272765222	0.507845981
N142	N	1.28972226	2.703013423
N143	N	1.277187626	1.473512701
N144	N	1.290034882	2.975488722
N145	N	1.279894684	1.703569522
N146	N	1.289855699	2.877926376
N147	N	1.289576819	2.740238339
N148	N	1.279823723	1.27908776
N149	N	1.284754988	2.3013001
N150	N	1.290777529	2.351324431
N151	N	1.283971454	0.916381694
N152	N	1.280912092	0.130722817
N153	N	1.286958394	1.739366555
N154	N	1.282968263	1.043693116
N155	N	1.290978778	0.268693109
N156	N	1.268221409	0.952576263
N157	N	1.291203647	2.503635783
N158	N	1.271097022	1.112597534
N159	N	1.280099801	1.683343927
N160	N	1.278138862	2.077219995
N161	N	1.277417939	2.269171046
N162	N	1.283738738	4.042803086
N163	N	1.27933246	-0.167348145
N164	N	1.283190236	2.056965239
N165	N	1.284447727	1.678846405
N166	N	1.277501741	1.788260648
N167	N	1.277262028	2.059541559
N168	N	1.275741178	1.302147385
N169	N	1.298709506	2.398900981
N170	N	1.27876987	0.869606256
N171	N	1.286624824	2.468675675
N172	N	1.272603339	0.745743536
N173	N	1.282876922	1.755473212
N174	N	1.279762567	2.040061832
N175	N	1.297673726	1.215332397
N176	N	1.272770838	0.820700968
N177	N	1.28462239	2.55079134
N178	N	1.282301194	1.347920324
N179	N	1.298172351	2.340493897
N180	N	1.289964989	2.500650163
N181	N	1.275526887	0.343630978
N182	N	1.28914844	2.590975001
N183	N	1.293283944	2.50081509
N184	N	1.285421312	1.926908078
N185	N	1.287290961	2.075332082
N186	N	1.283239451	2.044130234
N187	N	1.293214185	1.7510642
N188	N	1.286002311	2.082960357
N189	N	1.280128998	0.759209031
N190	N	1.286831637	1.574730426
N191	N	1.285334796	2.440815843
N192	N	1.274986494	0.593060421
N193	N	1.28186253	-0.414060265
N194	N	1.283849238	2.409783771
N195	N	1.292485291	3.381987743
N196	N	1.294505358	1.893340656
N197	N	1.285470941	1.469298527
N198	N	1.294337314	4.275450384
N199	N	1.265212105	-0.33153704
N200	N	1.288435561	1.952283874
N201	N	1.272975338	0.689444582
N202	N	1.290133253	1.906583969
N203	N	1.287856427	1.753868627
