sample	type	UAR	Z
N1	N	4.940637175	0.0
N2	N	4.947411587	0.684886938
N3	N	4.947818146	0.882833038
N4	N	4.957755117	1.439024618
N5	N	4.934972956	0.416347521
N6	N	4.941919909	0.121196683
N7	N	4.932544595	0.118471537
N8	N	4.957302365	0.622210158
N9	N	4.930920209	-0.072604723
N10	N	4.938791691	0.223216852
N11	N	4.93243948	-0.002309808
N12	N	4.933459108	0.242630778
N13	N	4.931457975	0.09131598
N14	N	4.942181619	0.471225486
N15	N	4.952026985	0.35114105
N16	N	4.948135769	0.287746319
N17	N	4.942481701	0.183399976
N18	N	4.937761816	0.0
N19	N	4.953607122	0.689099651
N20	N	4.960569017	1.362100008
N21	N	4.953632119	1.235936141
N22	N	4.933114299	0.194348372
N23	N	4.964261472	0.883413139
N24	N	4.944227975	0.502503173
N25	N	4.958630186	0.410780904
N26	N	4.933910191	-0.015370973
N27	N	4.923445423	-0.617445404
N28	N	4.949444047	0.456024017
N29	N	4.945876216	0.588177988
N30	N	4.936586033	-0.001292875
N31	N	4.932762756	0.0
N32	N	4.949752918	0.637654722
N33	N	4.952586628	1.247476956
N34	N	4.944732964	0.763259774
N35	N	4.946861883	0.305862042
N36	N	4.925324227	-0.12488147
N37	N	4.942687925	1.058323615
N38	N	4.957799576	1.715675864
N39	N	4.95132575	0.691335568
N40	N	4.982048244	2.047517246
N41	N	4.964488348	0.324009082
N42	N	4.933336283	-0.139358188
N43	N	4.939871012	0.543440188
N44	N	4.927307044	0.0
N45	N	4.933682522	0.311929163
N46	N	4.932889814	-0.279573826
N47	N	4.933728031	-0.350832898
N48	N	4.94818387	0.782164766
N49	N	4.937648186	0.0
N50	N	4.943665813	-0.143269355
N51	N	4.945453774	0.233765443
N52	N	4.971308438	1.415338451
N53	N	4.944318632	0.1084226
N54	N	4.929447901	0.325767183
N55	N	4.917820928	0.004796956
N56	N	4.972495015	1.520445592
N57	N	4.945233317	1.320482531
N58	N	4.937882941	1.68535318
N59	N	4.940116019	0.397796934
N60	N	4.953167974	0.2459844
N61	N	4.938407557	0.088979802
N62	N	4.956094776	1.16633924
N63	N	4.94500657	0.588158664
N64	N	4.953579297	0.113801684
N65	N	4.941762571	0.197120938
N66	N	4.942779122	1.392605225
N67	N	4.938235684	0.527079893
N68	N	4.931986678	0.291643361
N69	N	4.939340369	0.437123448
N70	N	4.948451767	0.811338011
N71	N	4.941023813	-0.279100333
N72	N	4.950408902	0.220160074
N73	N	4.947521679	0.805977909
N74	N	4.932569716	0.473055452
N75	N	4.937668375	0.354017415
N76	N	4.956841179	0.430788653
N77	N	4.961524484	0.461118563
N78	N	4.95686793	0.937874378
N79	N	4.941708023	0.124493113
N80	N	4.943646483	0.261578732
N81	N	4.962787358	0.308905667
N82	N	4.959125807	0.809146313
N83	N	4.940512548	0.0
N84	N	4.947959107	0.771517129
