sample	type	UAR	Z
N1	N	3.010466911	0.197422146
N2	N	2.968894801	-0.223907922
N3	N	2.970965994	-1.332908785
N4	N	2.958845703	-1.684298969
N5	N	2.97689324	-0.311452122
N6	N	2.97514483	0.218477379
N7	N	2.983042006	-1.820578807
N8	N	2.991772704	-0.269368647
N9	N	3.017478526	0.047278992
N10	N	3.025603534	1.437181098
N11	N	2.986153205	0.422451887
N12	N	3.002165637	0.597622074
N13	N	2.969872778	0.656412925
N14	N	3.01383795	0.41174858
N15	N	3.001022981	0.05583472
N16	N	2.984202351	-0.565549682
N17	N	2.964488223	-0.315999417
N18	N	2.998589204	0.026340512
N19	N	2.978648328	-0.655366008
N20	N	3.001518252	1.300270031
N21	N	2.980872847	0.457656084
N22	N	2.994673152	1.495178649
N23	N	3.001303478	0.173045657
N24	N	2.984894301	-0.32220466
N25	N	2.991124879	-0.45751434
N26	N	3.015712528	0.664614298
N27	N	2.99244894	0.477280234
N28	N	3.009339284	1.198703707
N29	N	2.990923613	0.085848553
N30	N	3.00801724	0.10580589
N31	N	2.967869256	-0.815071472
N32	N	2.982730177	0.608781088
N33	N	3.010933934	1.663170646
N34	N	3.004414276	0.0
N35	N	2.981524408	-1.061692103
N36	N	3.008090702	0.838310489
N37	N	2.973101126	-1.206045861
N38	N	2.996080029	-0.720102832
N39	N	2.960988123	-0.946278292
N40	N	2.980988368	-0.369107234
N41	N	2.974508861	-1.096104066
N42	N	3.024111104	0.0
N43	N	3.003778716	0.285865217
N44	N	2.980430406	-0.803989315
N45	N	2.98515246	-1.074384725
N46	N	3.003568762	0.0
N47	N	2.968282021	-0.921252331
N48	N	2.988220828	-0.225156434
N49	N	2.991068545	-0.419109048
N50	N	3.004647675	-0.911393854
N51	N	2.976013684	0.241663839
N52	N	2.969266641	-0.003212675
N53	N	2.962973324	-0.671629258
N54	N	2.967277048	-1.250479446
N55	N	3.006302031	0.0
N56	N	2.977431363	-0.291440425
N57	N	2.998284423	-0.172268394
N58	N	2.976705554	0.778571373
N59	N	2.980897593	-0.242042324
N60	N	2.992833555	-0.795289837
N61	N	2.976563676	-0.133439677
N62	N	2.981662297	-0.365334089
N63	N	3.003030571	1.040804291
N64	N	2.992347979	1.130136683
N65	N	2.981216555	-0.05063656
N66	N	2.996191364	0.0
N67	N	3.005928553	-0.800137134
N68	N	2.964669673	-0.390876109
N69	N	2.973896041	0.010591764
N70	N	2.970581436	0.08254699
N71	N	3.010880155	0.854055127
N72	N	2.966267186	-1.13979418
N73	N	2.969974729	0.295972672
N74	N	2.995942395	0.763155166
N75	N	2.987459571	0.0
N76	N	2.963491692	-1.164128569
N77	N	2.995539848	0.357679414
N78	N	3.004582607	0.247187762
N79	N	2.98784704	-0.394878702
N80	N	2.97868053	0.006814257
N81	N	2.982865175	-1.016914489
N82	N	2.978323336	-0.525921135
N83	N	2.978227314	-1.529855713
N84	N	3.04973123	0.020655507
N85	N	2.989412636	1.153193157
N86	N	3.003911325	-0.004561538
N87	N	2.97640269	-0.577922422
N88	N	2.980034838	-1.158935286
N89	N	2.963605397	-1.136444992
N90	N	2.99607217	0.024394866
N92	N	2.954123986	-2.039540706
N93	N	2.989382125	0.0
N94	N	2.967440125	-0.25006872
N95	N	2.95675524	-1.299020227
N96	N	2.986482814	0.022254376
N97	N	2.977056595	-1.334699711
N98	N	3.002341836	-0.173537499
N99	N	3.007862987	1.075790855
N100	N	2.985230481	-0.114380201
N101	N	3.021124439	-0.003818606
N102	N	2.996689703	0.688865496
N103	N	3.003555064	-0.080998067
N104	N	3.034815597	1.407654202
N105	N	2.994705975	0.0
N106	N	2.989719739	0.291864742
N107	N	3.02465977	0.471749877
N108	N	3.006244982	1.894686471
N109	N	2.998857699	0.767699443
N110	N	2.968650234	-0.012186075
N111	N	2.979633826	-1.01457332
N112	N	2.989910093	-0.940948046
N113	N	2.998217836	0.319354899
N114	N	2.986116667	-0.684803604
N115	N	2.976567995	-1.370733852
N116	N	2.985288752	0.384806263
N117	N	2.959253322	-0.321526269
N118	N	3.047069696	1.196492551
N119	N	2.986168342	-0.404200275
N120	N	2.981907849	0.0
N121	N	3.006306949	0.526156303
N122	N	2.994142585	1.057618986
N123	N	3.025730395	1.39354617
