sample	type	UAR	Z
N3	N	1.348556228	4.850330761
N4	N	1.368498756	4.656191387
N5	N	1.359282479	4.651786977
N6	N	1.3684903	4.579775778
N7	N	1.346911253	4.495221042
N8	N	1.365278238	4.40250907
N9	N	1.363785063	4.395449449
N10	N	1.363169298	4.290515924
N11	N	1.367464765	4.22528995
N12	N	1.354627444	4.184605313
N13	N	1.363099636	4.166635651
N14	N	1.364794965	4.152842532
N15	N	1.369691662	4.1502687
N16	N	1.365765711	4.137048839
N17	N	1.361392703	4.094649911
N18	N	1.353891518	4.046060735
N19	N	1.345278103	3.995385506
N20	N	1.364263937	3.992584203
N21	N	1.362507864	3.909173891
N22	N	1.35086825	3.889415615
N23	N	1.367040355	3.864833286
N24	N	1.372060167	3.858664161
N25	N	1.366099933	3.858427958
N26	N	1.366633377	3.85574482
N27	N	1.361511245	3.853858618
N28	N	1.363383505	3.849593538
N29	N	1.359547006	3.83847139
N30	N	1.367860488	3.836689925
N31	N	1.367682451	3.805640312
N32	N	1.362709356	3.771955179
N33	N	1.366446676	3.770068819
N34	N	1.359313642	3.742489007
N35	N	1.360051239	3.69775126
N36	N	1.360748515	3.674277091
N37	N	1.36498204	3.668121336
N38	N	1.364759821	3.667050891
N39	N	1.369975256	3.63842152
N40	N	1.366031371	3.634610487
N41	N	1.371622907	3.593763959
N42	N	1.364230825	3.589181708
N43	N	1.359408686	3.568165754
N44	N	1.360626498	3.563794229
N45	N	1.367021685	3.540704971
N46	N	1.369311733	3.537231494
N47	N	1.363201883	3.518496687
N48	N	1.355007351	3.51389376
N49	N	1.372625803	3.513198182
N50	N	1.360970489	3.503974386
N51	N	1.366198724	3.503526658
N52	N	1.350585829	3.501710555
N53	N	1.365243078	3.498689928
N54	N	1.361464563	3.483192067
N55	N	1.369245817	3.478438658
N56	N	1.36615503	3.47247524
N57	N	1.361667593	3.465469444
N58	N	1.366575255	3.456764442
N59	N	1.358196638	3.451373772
N60	N	1.361433034	3.430749005
N61	N	1.37142816	3.425785921
N62	N	1.368441502	3.406560667
N63	N	1.370764847	3.403464476
N64	N	1.356189394	3.397253684
N65	N	1.368718107	3.392217544
N66	N	1.357360036	3.389143608
N67	N	1.355007696	3.387748544
N68	N	1.360859276	3.38459011
N69	N	1.356947948	3.361688542
N70	N	1.364276088	3.360714392
N71	N	1.364607499	3.325014467
N72	N	1.364205165	3.324360926
N73	N	1.351603054	3.324332188
N74	N	1.354239603	3.305817195
N75	N	1.354336529	3.295062602
N76	N	1.364508159	3.288987101
N77	N	1.364779432	3.277548526
N78	N	1.357125474	3.273516144
N79	N	1.357936533	3.272309879
N80	N	1.350089053	3.271835263
N81	N	1.360338803	3.268209629
N82	N	1.359795578	3.254121407
N83	N	1.366992833	3.248807309
N84	N	1.365401575	3.246213928
N85	N	1.362765946	3.228036577
N86	N	1.359660827	3.225630296
N87	N	1.363020228	3.219003617
N88	N	1.366456789	3.213628161
N89	N	1.350038529	3.211339456
N90	N	1.353644409	3.209427755
N91	N	1.371477874	3.208240064
N92	N	1.368317324	3.189190321
N93	N	1.366216053	3.18272455
N94	N	1.357706225	3.17225
N95	N	1.353210429	3.164341644
N96	N	1.35257595	3.163679787
N97	N	1.362921134	3.162115942
N98	N	1.357889197	3.15468718
N99	N	1.360007715	3.152620523
N100	N	1.361284449	3.150224659
N101	N	1.35864219	3.144278797
N102	N	1.368064958	3.14304118
N103	N	1.359829811	3.141205836
N104	N	1.357944343	3.133486069
N105	N	1.368446191	3.129388636
N106	N	1.364656218	3.117397645
N107	N	1.362720782	3.110767585
N108	N	1.3480545	3.108115726
N109	N	1.366638948	3.107884977
N110	N	1.363500442	3.10727433
N111	N	1.361618091	3.106625166
N112	N	1.359187111	3.097098722
N113	N	1.3669676	3.094787643
N114	N	1.368554821	3.088909735
N115	N	1.35797341	3.084016093
N116	N	1.355592775	3.080272721
N117	N	1.366145918	3.076211773
N118	N	1.355060854	3.068192528
N119	N	1.369676953	3.065026743
N120	N	1.371725474	3.060704179
N121	N	1.368467255	3.057534018
N122	N	1.353091377	3.056994461
N123	N	1.368095594	3.05253984
N124	N	1.364491812	3.051689396
N125	N	1.359733226	3.050532383
N126	N	1.361292915	3.045636887
N127	N	1.354241825	3.043402945
N128	N	1.366684313	3.043104719
N129	N	1.3620993	3.039966504
N130	N	1.361441569	3.034022358
N131	N	1.362708064	3.03308116
N132	N	1.355716549	3.032826004
N133	N	1.358885576	3.030386008
N134	N	1.368599114	3.028710733
N135	N	1.353982184	3.025925863
N136	N	1.359949051	3.022834747
N137	N	1.366416039	3.022686237
N138	N	1.358673313	3.005359384
N139	N	1.354765438	3.000721925
N140	N	1.370933652	2.99939996
N141	N	1.355543284	2.997330872
N142	N	1.364874337	2.987720859
N143	N	1.363621396	2.986959554
N144	N	1.354816097	2.98684067
N145	N	1.358267929	2.980909065
