sample	type	UAR	Z
N1	N	4.205397684	-0.905423581
N2	N	4.180379404	-1.24766204
N3	N	4.190669883	-0.546341626
N4	N	4.169973072	-0.926633381
N5	N	4.191559211	0.0
N6	N	4.185893815	-1.588624229
N7	N	4.191593392	-1.170393029
N8	N	4.173502012	-1.612213607
N9	N	4.196014104	-0.678353277
N10	N	4.168752523	-1.527102874
N11	N	4.180789102	-1.119528217
N12	N	4.179511547	-1.729855491
N13	N	4.198716422	-0.383389522
N14	N	4.168090905	-2.235352791
N15	N	4.187173033	-0.72752574
N16	N	4.180972617	-1.255746636
N17	N	4.199276814	0.024761525
N18	N	4.168622181	-1.502929232
N19	N	4.160407303	-0.703817718
N20	N	4.187894645	-0.128724106
N21	N	4.191179374	-0.528477219
N22	N	4.179166561	-0.502466515
N23	N	4.166472391	-1.247382568
N24	N	4.190535501	-0.806125581
N25	N	4.199976294	-0.248381287
N26	N	4.18650918	-1.595543484
N27	N	4.193372849	-1.127629289
N28	N	4.201087548	-0.219334071
N29	N	4.168761088	-1.108367768
N30	N	4.191097744	0.18590942
N31	N	4.18610355	-1.520153973
N32	N	4.185112296	-0.923502163
N33	N	4.187777105	-0.656481671
N34	N	4.193397582	-0.578128937
N35	N	4.180421188	-1.312047052
N36	N	4.18201072	-0.737389461
N37	N	4.177150848	-0.853773826
N38	N	4.174549344	-1.44612702
N39	N	4.201694681	-0.944714244
N40	N	4.189146088	-1.273110868
N41	N	4.162168832	-1.718416706
N42	N	4.173944494	-1.830285795
N43	N	4.163542805	-2.390927873
N44	N	4.189808384	-0.926005807
N45	N	4.180874315	-1.366589016
N46	N	4.18922789	-1.237565113
N47	N	4.163669645	-1.834262012
N48	N	4.179433187	-0.896543236
N49	N	4.173034705	-1.593739193
N50	N	4.173646138	-1.112161176
N51	N	4.183739218	-0.657643669
N52	N	4.173267934	-0.904502887
N53	N	4.18196383	-1.541408344
N54	N	4.182404174	-1.701265384
N55	N	4.163888922	-1.750339099
N56	N	4.18226449	-0.63954945
N57	N	4.169159428	-0.376828836
N58	N	4.170750391	-1.478042412
N59	N	4.198265898	-0.799961477
N60	N	4.171312287	-1.4956178
N61	N	4.161780983	-1.136202483
N62	N	4.212079541	-0.375509993
N63	N	4.182166807	-0.927154812
N64	N	4.182779024	-1.28606155
N65	N	4.167013604	-2.057477004
N66	N	4.194932255	-0.680790868
N67	N	4.184199156	-1.650115425
N68	N	4.185351012	-1.146589542
N69	N	4.193670297	-1.144056971
N70	N	4.176318665	-1.624760534
N71	N	4.168749209	-1.628080597
N72	N	4.172356476	-1.83777587
N73	N	4.173484908	-1.982490675
N74	N	4.18756428	-0.951419215
N75	N	4.175870294	-1.606624861
N76	N	4.181999728	-1.263498398
N77	N	4.173659053	-2.055152512
N78	N	4.169534598	-1.31507141
N79	N	4.200843361	-0.631805897
N80	N	4.173165859	-1.779909972
N81	N	4.182777922	-1.622412869
N82	N	4.190005569	-1.347267468
N83	N	4.181657592	-0.795502894
N84	N	4.170989708	-1.363774146
N85	N	4.198940601	-0.364286446
N86	N	4.175782785	-1.060619503
N87	N	4.177590546	-1.560548581
N88	N	4.17166015	-2.168683841
N89	N	4.19282206	-1.008090638
N90	N	4.169205304	-1.741598771
N91	N	4.178136848	-1.405599739
N92	N	4.206647645	0.059882127
N93	N	4.191019874	-0.111098403
N94	N	4.167132484	-0.932619752
N95	N	4.167722466	-1.504691363
N96	N	4.183292008	-1.02080452
N97	N	4.186413008	-0.949238452
N98	N	4.186393451	-0.582092778
N99	N	4.162129169	-1.801656225
N100	N	4.174470554	-1.35467661
N101	N	4.175785775	-0.825040294
N102	N	4.163684949	-2.023198308
N103	N	4.174424506	-0.57967925
N104	N	4.194599455	-0.712505087
N105	N	4.187811227	-1.166554029
N106	N	4.185481363	-0.539446055
N107	N	4.1836133	-1.592548893
N108	N	4.185515854	-0.428108837
N109	N	4.193003357	-0.868638925
N110	N	4.178381987	-0.371442586
N111	N	4.176468928	-1.19395366
N112	N	4.202252612	-0.117576197
N113	N	4.178537932	-1.113423204
N114	N	4.186469599	-0.441165918
N115	N	4.168219811	-2.108492227
N116	N	4.187639704	-0.612614087
N117	N	4.180201251	-1.529957574
N118	N	4.177681242	-0.872188884
N119	N	4.176267805	-0.667307033
N120	N	4.175802114	-1.300367474
N121	N	4.181373253	-0.553024708
N122	N	4.185909078	-1.120666671
N123	N	4.176837696	-0.641368806
N124	N	4.19514825	-1.367839552
N125	N	4.179870108	-1.066259542
N126	N	4.194422941	0.197032707
N127	N	4.187850382	-0.713538852
N128	N	4.181334513	-1.129724592
N129	N	4.187398532	-0.648779081
N130	N	4.184491484	-0.661766741
N131	N	4.162566573	-1.522678617
N132	N	4.187491957	-0.114597025
N133	N	4.166266986	-2.451836809
N134	N	4.186924341	-1.197917916
N135	N	4.182023392	-1.803287083
N136	N	4.194790553	-0.53719931
N137	N	4.17465712	0.096027953
N138	N	4.188737626	-0.654480109
N139	N	4.17776004	-1.385781163
N140	N	4.192142732	-0.030438543
N141	N	4.200199082	-0.227386824
N142	N	4.191520168	-0.319314866
N143	N	4.175965417	-1.298571174
N144	N	4.181558722	-0.650261671
N145	N	4.162031949	-1.235436729
N146	N	4.172632696	-1.673537226
N147	N	4.173377276	-0.920596899
N148	N	4.166476213	-1.986295031
N149	N	4.186983316	-0.626630474
N150	N	4.185812807	-1.096158977
N151	N	4.183284483	-1.435298271
N152	N	4.177689114	-1.383906331
N153	N	4.166798295	-2.125468558
N154	N	4.175569709	-1.007920446
N155	N	4.167130043	-1.630026676
N156	N	4.197134015	-0.402905137
N157	N	4.193758152	-0.532883238
N158	N	4.185786976	-0.492276238
N159	N	4.179252654	-0.730531057
N160	N	4.17244922	-1.243684185
N161	N	4.178707272	-0.650248179
N162	N	4.184429495	0.0
N163	N	4.167115476	-1.535825872
N164	N	4.18397901	-1.445823078
N165	N	4.16737682	-0.941528647
N166	N	4.170801867	-1.365417189
N167	N	4.208016704	-0.647033883
N168	N	4.166554182	-1.504337076
N169	N	4.175306294	-1.526200394
N170	N	4.182178847	-1.470616782
N171	N	4.170196007	-1.264880077
N172	N	4.166697813	-1.463271067
N173	N	4.196438505	-0.162411982
N174	N	4.173574446	-2.002133225
N175	N	4.158456593	-1.936153701
N176	N	4.170488171	-1.091727009
N177	N	4.172230035	-1.419749298
N178	N	4.176752223	-1.895310034
N179	N	4.173824447	-1.220216203
N180	N	4.176211585	-0.823934133
N181	N	4.179543375	-1.172666284
N182	N	4.17865687	-1.179486443
N183	N	4.176041105	-1.425343084
N184	N	4.179330819	-1.56863856
N185	N	4.182434863	-0.659430072
N186	N	4.194459711	-0.843137886
N187	N	4.191243087	-0.432942004
N188	N	4.197520025	0.0
N189	N	4.182082457	-1.673656861
N190	N	4.188964583	-1.373417656
N191	N	4.19580654	-0.191638706
N192	N	4.174934222	-1.636606157
N193	N	4.171748724	-1.450743057
N194	N	4.193435854	-0.970522267
N195	N	4.170510625	-1.515379419
N196	N	4.165885815	-1.175822143
N197	N	4.191766655	-0.662363552
N198	N	4.16911432	-1.354207742
N199	N	4.1925106	-1.058432151
N200	N	4.178936862	-1.216391451
N201	N	4.196874945	-1.696300084
N202	N	4.18864422	-0.876793432
N203	N	4.178511311	-0.804811285
N204	N	4.189549406	-0.640819318
N205	N	4.183933825	-0.476528809
N206	N	4.193199345	-1.179206559
N207	N	4.188135935	-1.647392691
N208	N	4.171071853	-0.950759135
N209	N	4.184191456	-1.126634789
N210	N	4.191396151	-0.333617371
N211	N	4.177586916	-1.477266399
N212	N	4.161051545	-1.525673102
N213	N	4.204787339	-1.437318472
N214	N	4.178804854	-0.807236289
N215	N	4.153685106	-2.55962568
N216	N	4.173673921	-0.90914272
N217	N	4.204420953	-0.850083272
N218	N	4.188623324	-0.997199099
N219	N	4.18742217	-0.446086814
N220	N	4.171600377	-1.556039004
N221	N	4.20699083	0.0
N222	N	4.181054532	-1.904595093
N223	N	4.184484989	-0.868208193
N224	N	4.196193513	-1.195735461
N225	N	4.170814087	-0.886334164
N226	N	4.181082738	-1.186010328
N227	N	4.185883834	-1.104510395
N228	N	4.202514623	-0.985679645
N229	N	4.188982545	-0.702976528
N230	N	4.178048945	-1.054906215
N231	N	4.180692478	-1.990460182
N232	N	4.161433826	-2.05703364
N233	N	4.184378069	-1.038285113
N234	N	4.207091785	0.0
N235	N	4.185734872	-1.293075667
N236	N	4.185392329	-1.516573378
N237	N	4.162127072	-1.188456936
N238	N	4.16338848	-1.997699388
N239	N	4.179996724	-1.699197799
N240	N	4.180764836	-1.104113932
N241	N	4.178654604	-0.974313241
N242	N	4.165535942	-1.569371198
N243	N	4.181219722	-1.206579354
N244	N	4.164757512	-2.205665604
N245	N	4.186359465	-1.160608522
N246	N	4.156616285	-0.899253563
N247	N	4.203686307	-0.068456196
N248	N	4.175286785	-0.986985133
N249	N	4.175905212	-1.298267323
N250	N	4.173867638	-1.213782336
N251	N	4.173109106	-1.100837105
N252	N	4.179965159	-0.952736649
N253	N	4.164566975	-1.676500689
N254	N	4.209262243	0.527949852
N255	N	4.19184501	-0.318630346
N256	N	4.166069234	-0.882782643
N257	N	4.179603386	-0.219517675
N258	N	4.177851062	-0.585872767
N259	N	4.171503012	-2.328504998
N260	N	4.197590118	-0.897329323
N261	N	4.19101261	-0.734932509
N262	N	4.165606235	-1.49301748
N263	N	4.183206506	-1.694767463
N264	N	4.18831983	-0.864429856
N265	N	4.169369482	-1.82112203
N266	N	4.165249911	-1.306190844
N267	N	4.16559583	-1.342220643
N268	N	4.173866086	-1.704199698
N269	N	4.181698835	-0.50750877
N270	N	4.182539251	-1.104759518
N271	N	4.202317251	-1.226198327
N272	N	4.168024509	-2.414236423
N273	N	4.189209023	-1.375574009
N274	N	4.168960784	-1.034621813
N275	N	4.183420299	-1.31038948
N276	N	4.201420903	-0.986747344
N277	N	4.174779614	-1.377837526
N278	N	4.18197038	-0.685881377
N279	N	4.184334264	-1.349245459
N280	N	4.18691146	-1.071240833
N281	N	4.182932657	-1.704807482
N282	N	4.167087237	-1.519023705
N283	N	4.157247271	-1.97961464
N284	N	4.201903894	-1.32581515
N285	N	4.203478598	-0.76213328
N286	N	4.184135935	-1.057834798
N287	N	4.180575877	-1.129506574
N288	N	4.191673468	-0.237951241
N289	N	4.173795885	-1.374774368
N290	N	4.17765511	-1.948758997
N291	N	4.191578469	-0.840908974
N292	N	4.179989051	-0.324687363
N293	N	4.186917114	-0.979178018
N294	N	4.17522386	-1.720193965
N295	N	4.165768382	-1.818707305
N296	N	4.18778362	-1.24803753
N297	N	4.182852941	-0.795746005
N298	N	4.190408985	0.020985998
N299	N	4.169730317	-1.453072076
N300	N	4.190595951	-0.824824584
N301	N	4.183567563	-0.757995567
N302	N	4.191828742	-1.081760777
N303	N	4.179799103	-0.357793097
N304	N	4.1830853	-0.717663049
N305	N	4.193386216	-1.374877629
N306	N	4.185849908	-0.18501315
N307	N	4.176204973	-1.349110761
N308	N	4.199479009	0.416370192
N309	N	4.17176863	-2.161212059
N310	N	4.176741047	-1.316801037
N311	N	4.169858184	-1.234544634
N312	N	4.191577678	-0.876423999
N313	N	4.183703572	-1.497353338
N314	N	4.170382113	-1.222228291
N315	N	4.183887605	-0.757874199
N316	N	4.173901177	-1.152852022
N317	N	4.17174111	-1.090544891
N318	N	4.198966124	0.245551079
