sample	type	UAR	Z
N1	N	6.758908803	1.261303199
N2	N	6.754940062	0.4175545
N3	N	6.714460227	0.30944309
N4	N	6.79191039	0.689961152
N5	N	6.753450975	-0.038830897
N6	N	6.736694934	0.524718406
N7	N	6.757748649	0.920444212
N8	N	6.78429499	1.518770161
N9	N	6.755803156	0.878772807
N10	N	6.7802251	0.95986362
N11	N	6.684136602	0.027036087
N12	N	6.767486637	-0.130328305
N13	N	6.671405538	0.93185668
N14	N	6.785887056	1.513088687
N15	N	6.809295008	1.209072929
N16	N	6.705471593	0.847646229
N17	N	6.728299172	1.068812453
N18	N	6.701579175	0.720936327
N19	N	6.716044918	-1.197613575
N20	N	6.716769633	0.03312468
N21	N	6.736270807	0.011203729
N22	N	6.748751347	1.504343849
N23	N	6.812595335	1.713478523
N24	N	6.685260641	-0.274737341
N25	N	6.642716121	-1.527839914
N26	N	6.799049592	2.566247451
N27	N	6.685060176	0.477033184
N28	N	6.741510545	0.0
N29	N	6.676844216	0.89323663
N30	N	6.726330655	0.303059502
N31	N	6.734689497	-0.152660322
N32	N	6.795259856	1.659063143
N33	N	6.680434372	0.330969636
N34	N	6.663505181	0.02100944
N35	N	6.687220145	0.185201642
N36	N	6.69984165	0.0
N37	N	6.739261643	0.340150981
N38	N	6.72959008	0.0
N39	N	6.713430617	0.0
N40	N	6.733049403	0.169268013
N41	N	6.764350571	1.239548716
N42	N	6.743250256	0.488014565
N43	N	6.743041985	0.665648816
N44	N	6.691817965	-0.866073876
N45	N	6.648366608	-0.004828437
N46	N	6.682952758	0.0
N47	N	6.766019896	1.231538792
N48	N	6.775857557	0.823218912
N49	N	6.741607413	1.148440681
N50	N	6.77005726	0.261456937
N51	N	6.741830476	0.420338535
N52	N	6.725637375	0.080398294
N53	N	6.738674772	0.221386973
N54	N	6.720882126	-0.033417308
N55	N	6.69923852	0.0
N56	N	6.745434326	1.182710537
N57	N	6.775032064	1.400068528
N58	N	6.7522428	0.332879352
N59	N	6.738905856	0.083208413
N60	N	6.760174033	1.139661055
N61	N	6.693086121	0.167192288
N62	N	6.727217508	0.0
N63	N	6.744973359	0.520877178
N64	N	6.730973569	0.396088877
N65	N	6.741850134	0.103551932
N66	N	6.72937223	0.0
N67	N	6.772978867	0.124390362
N68	N	6.733795852	0.165681094
N69	N	6.70772877	0.329355357
N70	N	6.663651942	0.575893629
N71	N	6.7617894	0.0
N72	N	6.748942796	0.295442956
N73	N	6.663686044	0.0
N74	N	6.795186349	1.631018683
N75	N	6.726316795	0.755925851
N76	N	6.804018741	0.578795459
N77	N	6.720344737	0.334986458
N78	N	6.757716195	0.763857416
N79	N	6.773440191	2.201148564
N80	N	6.781635268	0.768168119
N81	N	6.834891333	1.139362506
N82	N	6.764824197	0.820150469
N83	N	6.710126277	0.516822853
N84	N	6.622420418	-1.250489386
N85	N	6.689755557	0.0
N86	N	6.746418333	0.961291031
N87	N	6.813206586	2.250767334
N88	N	6.769930458	1.336493089
N89	N	6.67627474	-1.169452396
N90	N	6.734506069	0.321300988
N91	N	6.737778247	0.223598673
N92	N	6.748805712	0.675587743
N93	N	6.69185849	0.0
N94	N	6.745355036	-0.500388664
N95	N	6.769418859	0.406208899
N96	N	6.705207119	0.074288003
N97	N	6.695884094	0.233892117
N98	N	6.719265243	0.8152392
N99	N	6.65926399	0.121864241
N100	N	6.777240253	0.148689106
N101	N	6.723219306	0.0
N102	N	6.692620006	-0.265250866
N103	N	6.701893328	-0.68528269
N104	N	6.682693167	-0.097873954
N105	N	6.725782069	-0.431153071
N106	N	6.733040946	-0.07101676
N107	N	6.738939948	0.698653296
N108	N	6.740933002	0.36261736
N109	N	6.788717348	0.84672362
N110	N	6.709840072	0.759834515
N111	N	6.765256489	0.431216314
N112	N	6.760347317	0.017107912
N113	N	6.740837346	0.07333217
N114	N	6.732273258	0.36983581
N115	N	6.723829813	0.0
N116	N	6.704033768	0.0
N117	N	6.755957209	0.415595367
N118	N	6.721042975	0.07768624
N119	N	6.688683176	0.0
N120	N	6.781684997	1.260270694
N121	N	6.741761901	-0.536199343
N122	N	6.68270775	-0.194827903
N123	N	6.694753867	-0.157985409
