sample	type	UAR	Z
N1	N	7.44733147	-0.89846575
N2	N	7.491861737	1.031877391
N3	N	7.47033184	0.0
N4	N	7.443025693	-0.573281186
N5	N	7.42510993	-0.883870996
N6	N	7.537815126	0.114253356
N7	N	7.448371807	-0.014083783
N8	N	7.494676313	1.194457332
N9	N	7.498513004	-0.106031926
N10	N	7.427208854	-0.230167454
N11	N	7.536650566	1.179041615
N12	N	7.444695612	-0.155354276
N13	N	7.470631112	0.434252243
N14	N	7.516138247	0.706257274
N15	N	7.387176389	0.0
N16	N	7.493524815	-0.020314802
N17	N	7.494503839	0.551852603
N18	N	7.468399479	0.042070998
N19	N	7.601838699	0.17331758
N20	N	7.465260981	-0.080331057
N21	N	7.521541118	0.524727892
N22	N	7.532908227	-0.057218521
N23	N	7.577437339	0.516564554
N24	N	7.493508568	0.245820666
N25	N	7.51271166	-0.189306621
N26	N	7.482593586	1.397939532
N27	N	7.492187907	0.311676415
N28	N	7.428206818	-0.496410238
N29	N	7.486089786	-0.184531352
N30	N	7.474008049	0.0
N31	N	7.4618217	-0.624775571
N32	N	7.43901219	-0.058004046
N33	N	7.538829906	0.0
N34	N	7.403620589	-0.330542599
N35	N	7.488093996	0.157724231
N36	N	7.54057637	0.314157413
N37	N	7.496474326	-0.067285149
N38	N	7.485438317	-0.764041096
N39	N	7.51827897	-0.183759321
N40	N	7.441652681	-0.250938141
N41	N	7.526367232	0.495936174
N42	N	7.503029431	-0.180080021
N43	N	7.433734948	-0.896082433
N44	N	7.499261004	-0.10346621
N45	N	7.461530323	0.051446133
N46	N	7.465143721	0.240934637
N47	N	7.486619766	0.0
N48	N	7.491675593	0.212620815
N49	N	7.435766234	-0.56409529
N50	N	7.484409135	0.371842016
N51	N	7.431936871	-1.326991678
N52	N	7.494369652	0.0
N53	N	7.458161528	-0.054934571
N54	N	7.476497131	0.0
N55	N	7.461753682	0.72984697
N56	N	7.46927977	0.464098946
N57	N	7.516090395	0.273797126
N58	N	7.539408224	1.045218784
N59	N	7.558509457	0.705544066
N60	N	7.487846075	0.0
N61	N	7.473353008	0.132210166
N62	N	7.509540475	0.014742501
N63	N	7.455130988	0.17803438
N64	N	7.467708503	-0.062043029
N65	N	7.431952781	0.10652564
N66	N	7.506671338	0.563022872
N67	N	7.489134575	-0.441471614
N68	N	7.508056838	0.0
N69	N	7.541522289	0.646476464
N70	N	7.496924242	0.931388336
N71	N	7.447995063	-0.439799797
N72	N	7.657946614	0.696541942
N73	N	7.571650574	0.948672593
N74	N	7.448426713	0.0
N76	N	7.544309515	0.398577623
N77	N	7.409893533	-0.844222927
N78	N	7.539061897	1.025513948
N79	N	7.463186734	0.027174781
N80	N	7.505830909	0.169656155
