sample	type	UAR	Z
N1	N	8.974645776	0.292867553
N2	N	8.946428399	0.734910107
N3	N	8.960405789	0.409832972
N4	N	8.958856005	0.0
N5	N	8.974597944	0.275034713
N6	N	8.923685281	-0.547294249
N7	N	8.983397468	0.095795328
N8	N	8.942306825	0.19558918
N9	N	8.982321425	0.795495977
N10	N	8.968690635	0.257785372
N11	N	8.956439823	0.108938271
N12	N	8.953792439	0.436208472
N13	N	8.963670621	0.771753452
N14	N	8.957975951	0.236377946
N15	N	8.932638251	-0.505270459
N16	N	8.956242678	-0.04831728
N17	N	8.969346056	0.233353472
N18	N	8.992871431	0.889236225
N19	N	8.967921336	0.629878166
N20	N	8.979520128	0.349145302
N21	N	8.937755173	-0.141000715
N22	N	8.972797709	0.786648415
N23	N	8.927783368	0.313910402
N24	N	8.969660926	0.643904247
N25	N	8.999479512	1.220443345
N26	N	8.945896705	-0.4055191
N27	N	8.9760046	0.949569019
N28	N	8.978740042	0.122055887
N29	N	8.951021984	0.121565233
N30	N	8.939215995	0.014423929
N31	N	8.943436855	-0.291293049
N32	N	8.87480631	-0.920782552
N33	N	8.97886237	0.0
N34	N	8.978429277	0.768034012
N35	N	8.975130655	0.256637861
N36	N	8.932650716	-0.289649309
N37	N	8.952390593	0.191248084
N38	N	8.892603181	-0.034070806
N39	N	8.96901434	-0.372070312
N40	N	8.953059864	-0.257880714
N41	N	8.938670606	-0.426688499
N42	N	8.945026139	0.202768469
N43	N	8.942654214	0.176104969
N44	N	8.944522896	0.04313202
N45	N	8.95041342	0.154202357
N46	N	8.965736734	0.214846852
N47	N	8.96783269	0.0
N48	N	8.9707934	0.044546837
N49	N	8.926439238	-0.49251984
N50	N	8.953609193	0.0
N51	N	8.970864426	0.00187006
N52	N	8.946834303	0.238574547
N53	N	8.997091629	0.626833324
N54	N	8.929282967	-0.033340722
N55	N	8.946320739	-0.853064852
N56	N	8.993272222	0.467543144
N57	N	8.950024014	0.0
N58	N	8.936781934	-0.76235646
N59	N	8.940841207	0.0
N60	N	8.919732859	-0.319197726
N61	N	8.980474008	0.420972925
N62	N	8.970614641	0.0
N63	N	8.953401452	0.248565757
N64	N	8.922359573	-0.477091791
N65	N	8.936032607	0.0
N66	N	8.976267654	0.839407945
N67	N	8.952256378	0.0
N68	N	8.96656293	0.259406532
N69	N	8.99859981	1.139064096
N70	N	8.961669194	0.189858763
N71	N	8.960505498	0.0
N72	N	9.013733971	0.959172182
N73	N	8.946270184	0.449632497
N74	N	8.978249128	0.03646666
N75	N	8.957693222	0.0
N76	N	8.992718399	0.527907136
N77	N	8.972186106	0.382439352
N78	N	8.964560898	0.401501511
N79	N	8.931535544	0.320330241
N80	N	8.983920714	0.470359588
N81	N	8.980240605	0.559634705
N82	N	8.984413482	0.586903169
N83	N	9.000904445	0.978445894
N84	N	8.954479901	0.170500951
N85	N	8.990224461	0.791696377
N86	N	9.018227014	0.557292368
N87	N	8.983353601	0.77817614
N88	N	8.989975956	0.877150088
N89	N	9.025382292	1.506145048
N90	N	8.955041163	0.142329002
N91	N	8.97644988	0.690986549
N92	N	8.959906693	0.183477027
N93	N	8.989742408	0.175641228
N94	N	8.962881914	-0.30713877
N95	N	8.931309639	0.0
N96	N	8.917952339	-0.484446889
N97	N	8.960519653	0.756861858
N98	N	8.949589881	-0.352421939
N99	N	8.937032717	-0.003858138
N100	N	8.920423013	-0.519251976
N101	N	8.959759732	0.374972426
N102	N	8.961825787	0.061603838
N103	N	8.932893296	0.390711153
N104	N	8.979992373	0.128304868
N105	N	8.905605066	-0.023790928
N106	N	8.938715799	0.130349126
N107	N	8.976466375	0.469258204
N108	N	8.922512627	-0.495911815
N109	N	8.966647612	0.149759518
N110	N	8.949328068	-0.330725545
N111	N	8.940493783	0.242891587
N112	N	8.9447423	-0.42851271
N113	N	8.944038897	-0.003848926
N114	N	8.927365985	0.0
N115	N	8.945312628	0.545741406
N116	N	8.943343141	-0.649504094
N117	N	8.972128254	0.0
N118	N	8.927860561	0.09038534
N119	N	8.949365852	-0.069087745
N120	N	8.933519624	0.0
N121	N	8.926933829	-0.133414292
N122	N	8.975107101	0.612505379
N123	N	8.972227438	0.536608742
N124	N	8.971410298	0.598103517
N125	N	8.969338476	0.598395326
N126	N	8.935557399	0.133791802
N127	N	8.938264046	0.140215255
N128	N	8.939717772	0.361864026
N129	N	8.951672454	0.47928701
N130	N	8.955572993	0.186884421
N131	N	8.95183837	0.177479427
N132	N	9.010361914	0.748802155
N133	N	8.9399534	-0.147086137
N134	N	8.948336927	0.621811693
N135	N	8.978337015	0.02014406
N136	N	8.990787075	0.881479198
N137	N	8.984809081	0.396918857
N138	N	9.000783649	0.142325323
N139	N	8.959967656	0.421520775
N140	N	8.931862415	-0.006663115
N141	N	8.968204362	0.000674885
N142	N	8.94067611	0.0
N143	N	8.954405042	0.103184303
N144	N	8.972407887	0.883956923
N145	N	8.949860107	-0.198278947
N146	N	8.941820229	0.080662408
N147	N	8.940695451	0.837736018
N148	N	8.978112227	0.752525531
N149	N	8.923872641	-0.106047157
N150	N	8.916599755	0.036628877
N151	N	8.936711972	0.0
N152	N	8.918026267	-0.542380388
N153	N	8.965379165	0.2588698
N154	N	8.959373402	0.0
N155	N	8.943648475	-0.148255109
N156	N	8.926089963	-0.235079564
N157	N	8.95952742	0.314540588
N158	N	8.977595319	0.950881709
N159	N	8.970002789	0.0
N160	N	8.96906748	0.591287576
N161	N	8.955411232	0.0
N162	N	8.956790561	0.20171351
N163	N	8.997717517	0.858155642
N164	N	8.984390504	0.445027421
N165	N	8.964343688	0.483149559
N166	N	8.95596361	0.168224794
N167	N	8.96580425	0.440126223
N168	N	8.982290803	0.914354127
N169	N	8.96605524	0.120741241
N170	N	8.96840739	0.303131131
N171	N	8.969919547	0.7853582
N172	N	8.9122075	-0.230616111
N173	N	8.981717247	0.657610256
N174	N	8.96484917	0.662913263
N175	N	8.976922071	0.628368405
N176	N	8.937879044	-0.085437023
N177	N	8.975316328	0.103908134
N178	N	8.95202067	0.191102264
N179	N	8.946506986	0.080400773
N180	N	8.947674142	0.0
N181	N	8.999352751	0.749612343
N182	N	8.954824672	0.199540126
N183	N	8.943221268	0.251053968
N184	N	8.947427343	1.007888874
N185	N	8.977040618	0.772942253
N186	N	8.939903561	0.0
N187	N	8.983014502	0.604432385
N188	N	8.9707048	0.920435563
N189	N	8.929198648	-0.025129533
N190	N	8.954061155	0.255607679
N191	N	8.934067027	-0.052685871
N192	N	8.972225083	0.302607831
N193	N	8.978962275	0.342588778
N194	N	8.947990891	0.17170629
N195	N	8.944872196	0.0
N196	N	8.962090402	0.267387588
N197	N	8.964290071	0.347320485
N198	N	8.992857837	0.613955797
N199	N	8.930454364	0.0
N200	N	8.944938342	-0.005992122
N201	N	8.948982505	0.64190517
N202	N	8.982607634	0.558999699
N203	N	8.973181764	0.771600155
N204	N	8.952112511	0.173965593
N205	N	8.946541978	-0.048315709
N206	N	8.99933708	0.838289352
N207	N	8.930478575	-0.06182809
N208	N	8.945552121	0.344151121
N209	N	8.973139151	0.427645214
N210	N	8.974491906	0.575813868
N211	N	8.941800173	-0.082591789
N212	N	8.933140004	0.0
N213	N	8.938948614	-0.066394522
N214	N	8.968158125	0.69658349
N215	N	8.956209515	0.13238418
N216	N	8.954893681	0.0
N217	N	9.019403709	1.195355304
N218	N	8.995135926	0.529378025
N219	N	8.960172267	0.359487746
N220	N	8.933544021	0.725392202
N221	N	8.977266301	0.205050465
N222	N	8.955315615	0.173718321
N223	N	8.975605663	0.655906053
N224	N	8.986189338	0.368223645
N225	N	8.964678036	0.804147412
N226	N	8.991830523	0.121321155
N227	N	9.009273608	1.102153752
N228	N	8.972074844	0.224738844
N229	N	8.929284748	0.0
N230	N	8.945402385	-0.079877755
N231	N	8.956297605	0.354672747
N232	N	8.930371378	-0.244571979
N233	N	8.951397019	0.469248664
N234	N	8.97490632	0.380635822
N235	N	8.958943721	0.46957742
N236	N	8.942451049	0.063477285
N237	N	8.942960014	0.042503503
N238	N	8.974608283	0.471663745
N239	N	8.967064546	0.0
N240	N	8.94784799	0.005338256
N241	N	8.933535165	-0.168851889
N242	N	8.932145171	0.135693826
N243	N	8.96128245	0.316576216
N244	N	8.953485128	-0.297217973
N245	N	8.964852686	0.123065741
N246	N	8.954261572	-0.002798526
N247	N	8.909913873	-0.167415411
N248	N	8.950459895	0.004954155
N249	N	8.958964552	0.513668829
N250	N	8.918154198	0.033980197
N251	N	8.954524281	0.441417528
N252	N	8.939237824	0.149497461
N253	N	8.977156044	0.235765378
N254	N	8.971279766	0.286986626
N255	N	8.968209592	0.332309821
N256	N	8.96319205	0.635452537
N257	N	8.972108794	0.485343379
N258	N	8.945076452	0.017701849
N259	N	8.959938469	0.217109063
N260	N	8.948985782	0.189291896
N261	N	8.904399334	-0.848927013
N262	N	8.94640916	-0.083404591
N263	N	8.935910659	0.0
N264	N	8.947187966	0.554285992
N265	N	8.931810522	0.0
N266	N	8.943825677	0.0
N267	N	8.955268604	0.2221846
N268	N	8.963006249	0.542249603
N269	N	8.93508971	0.156321004
N270	N	8.964898243	0.728187959
N271	N	8.981670139	0.476895317
N272	N	8.987294075	0.936158785
N273	N	8.912184984	0.0
N274	N	8.967515528	0.299135703
N275	N	8.953124583	0.046055182
N276	N	8.949549252	0.390469507
N277	N	8.959753237	1.102970285
N278	N	8.944118839	0.0
N279	N	8.942586076	-0.060739702
N280	N	8.933901913	0.063575523
N281	N	8.986691319	0.561296926
N282	N	8.945929364	0.352744094
N283	N	8.985123109	0.889364217
N284	N	8.931904472	0.0
N285	N	8.981540195	0.278678169
N286	N	8.934212017	0.0
N287	N	8.968416854	0.447350623
N288	N	8.948355818	-0.042731398
N289	N	8.9911565	1.251582249
N290	N	8.966681241	0.545594812
N291	N	8.979303844	1.07805133
N292	N	8.982903582	0.781560366
