sample	type	UAR	Z
N1	N	6.132049662	-1.035078204
N2	N	6.148384144	0.382936361
N3	N	6.151134064	0.0
N4	N	6.119566525	-1.423623561
N5	N	6.121745287	-0.825124962
N6	N	6.134489266	-0.869429786
N7	N	6.117762134	-1.657246164
N8	N	6.157046768	0.169110538
N9	N	6.138120567	0.225875506
N10	N	6.123001953	-0.292745006
N11	N	6.164386201	0.877519556
N12	N	6.142357117	-0.557227291
N13	N	6.133653059	-0.096182342
N14	N	6.110479195	-0.93261655
N15	N	6.14650608	-0.849241186
N16	N	6.141449376	0.167608009
N17	N	6.1273154	-0.363238869
N18	N	6.148667248	0.439568077
N19	N	6.135714522	-0.222552176
N20	N	6.131546837	-0.649561421
N21	N	6.140572188	-0.056699097
N22	N	6.145463508	-0.534151529
N23	N	6.130273714	-0.716067413
N24	N	6.145797039	-0.031176551
N25	N	6.147448328	-0.23721254
N26	N	6.122304195	-1.100344657
N27	N	6.121725513	-0.703876585
N28	N	6.124424643	-0.062609556
N29	N	6.171936261	0.691229913
N30	N	6.138827541	-0.475170002
N31	N	6.127412572	-1.664009918
N32	N	6.100543917	-1.539179236
N33	N	6.143350105	0.0
N34	N	6.122678547	-0.373513766
N35	N	6.14597546	-0.682416586
N36	N	6.126725747	-0.722976832
N37	N	6.141231511	-0.117865872
N38	N	6.137672809	0.447201742
N39	N	6.139745745	-0.315078406
N40	N	6.102690504	-1.142100758
N41	N	6.11400159	-1.923186073
N42	N	6.12815995	-0.61869242
N43	N	6.119777503	-0.425574395
N44	N	6.118774836	-0.859524793
N45	N	6.119441209	-0.335191924
N46	N	6.105224866	-1.445829227
N47	N	6.117290065	-1.636772499
N48	N	6.124213423	-0.155702694
N49	N	6.129379455	-0.35182765
N50	N	6.101408519	-1.453973521
N51	N	6.143393869	-0.338688121
N52	N	6.096103222	-1.119234145
N53	N	6.128497874	-0.939784517
N54	N	6.168884731	0.693085097
N55	N	6.126039627	-0.247695091
N56	N	6.138964103	0.294773869
N57	N	6.123856534	-0.589957808
N58	N	6.137536787	0.313562209
N59	N	6.152015837	0.313462428
N60	N	6.16264599	0.206014297
N61	N	6.131433249	-0.06850376
N62	N	6.138557786	-0.704707242
N63	N	6.112471242	-0.80989727
N64	N	6.125581637	-0.515203224
N65	N	6.140889095	0.0
N66	N	6.139629185	-0.126437167
N67	N	6.142296397	-0.41248363
N68	N	6.138857202	-0.460425164
N69	N	6.117790917	-0.688655434
N70	N	6.137377909	-0.812612371
N71	N	6.154455519	0.0
N72	N	6.128112399	-0.919147411
N73	N	6.134797849	-0.194635094
N74	N	6.128145733	-0.584216097
N75	N	6.140078793	-0.5110302
N76	N	6.143368903	-0.321094779
N77	N	6.136064766	-1.144698997
N78	N	6.134412989	-0.19245434
N79	N	6.123969824	-1.219785582
N80	N	6.115057902	-1.448562083
N81	N	6.115093072	-1.253784455
N82	N	6.13017413	-0.02263593
N83	N	6.176869652	0.535581035
N84	N	6.123644998	-0.45098115
N85	N	6.143017178	-0.256400822
N86	N	6.151825231	0.014965918
N87	N	6.162579645	0.469937296
