sample	type	UAR	Z
N1	N	1.276767125	0.33996711
N2	N	1.273650847	0.736246574
N3	N	1.272987159	1.194179816
N4	N	1.272961145	2.135098165
N5	N	1.272439125	0.64309454
N6	N	1.27197743	2.100701176
N7	N	1.27122084	2.155195444
N8	N	1.270363713	-0.6128669
N9	N	1.2703322	1.913201633
N10	N	1.270023363	0.053423158
N11	N	1.269965802	0.208099989
N12	N	1.26995023	1.307692978
N13	N	1.269592585	0.241719653
N14	N	1.269566216	0.102402436
N15	N	1.269532397	0.936854907
N16	N	1.269047329	-0.417165308
N17	N	1.268934261	-0.121599675
N18	N	1.268907866	2.151098392
N19	N	1.268837897	0.07468376
N20	N	1.26863491	1.30949506
N21	N	1.268316401	1.841849109
N22	N	1.268210328	1.114243475
N23	N	1.267560089	0.994922445
N24	N	1.267225774	0.843282238
N25	N	1.266892496	0.04621461
N26	N	1.266685348	0.841917223
N27	N	1.266621313	0.090119069
N28	N	1.266473241	0.796045534
N29	N	1.266449669	0.868447328
N30	N	1.266266972	0.786822705
N31	N	1.266186422	-0.803149995
N32	N	1.266162612	2.957543032
N33	N	1.266067516	-0.40266499
N34	N	1.266054528	-1.269623906
N35	N	1.266018012	1.212179129
N36	N	1.265906604	-0.128697372
N37	N	1.265773642	0.515439748
N38	N	1.26574187	-0.172112706
N39	N	1.265714963	1.887812576
N40	N	1.265687022	0.028928336
N41	N	1.265676397	-0.157254854
N42	N	1.26549725	0.794397486
N43	N	1.26537992	0.851172205
N44	N	1.265367349	0.32216467
N45	N	1.265283074	-0.105465034
N46	N	1.265276622	2.10669072
N47	N	1.265270607	-0.305714233
N48	N	1.265205718	0.382052232
N49	N	1.265160675	0.351238097
N50	N	1.265154726	0.742274502
N51	N	1.265087334	0.534963172
N52	N	1.264959126	1.041534076
N53	N	1.264803849	0.217318527
N54	N	1.264795024	0.038597618
N55	N	1.264759463	-0.299838384
N56	N	1.264753025	0.222673714
N57	N	1.264696119	-0.304196311
N58	N	1.264576174	0.975911802
N59	N	1.264572669	0.560266616
N60	N	1.264552237	0.558093531
N61	N	1.264504793	-0.387191139
N62	N	1.264316746	0.26299652
N63	N	1.264279214	-0.903279981
N64	N	1.264230044	2.173482762
N65	N	1.264218164	-0.264488605
N66	N	1.264027931	0.388846957
N67	N	1.263922953	0.663709403
N68	N	1.263908761	1.438650129
N69	N	1.263907898	-0.381685301
N70	N	1.26379631	-0.785500258
N71	N	1.263747674	0.134415599
N72	N	1.263696223	-0.633436205
N73	N	1.263642291	-0.243473498
N74	N	1.263635288	1.562272791
N75	N	1.263541179	0.628270253
N76	N	1.263512987	-0.051965457
N77	N	1.263484828	0.153794235
N78	N	1.263475926	-1.789125107
N79	N	1.263475557	-0.772326188
N80	N	1.263456967	1.065111336
N81	N	1.263435643	0.644590707
N82	N	1.263338263	2.483329123
N83	N	1.263284298	0.174861683
N84	N	1.263161749	0.659099387
N85	N	1.263154175	0.676482545
N86	N	1.263145759	0.950671818
N87	N	1.263105762	0.577877809
N88	N	1.263100252	-0.089332353
N89	N	1.262891325	0.368262411
N90	N	1.262881267	-0.363916043
N91	N	1.262823514	0.336749635
N92	N	1.262804783	-0.577618544
N93	N	1.262799302	-0.761758846
N94	N	1.262774719	-1.012755045
N95	N	1.262677945	0.255001779
N96	N	1.262647516	-0.417765935
N97	N	1.26263083	-0.145671107
N98	N	1.262564517	-1.551560485
N99	N	1.262552495	-0.817432504
N100	N	1.262517995	0.100290267
N101	N	1.262424014	-0.508529931
N102	N	1.26235132	0.68850566
N103	N	1.262273699	0.68562815
N104	N	1.262167573	-0.232519566
N105	N	1.262135401	0.081433878
N106	N	1.262118691	-0.90774626
N107	N	1.262053392	0.455703045
N108	N	1.261996673	-0.051358496
N109	N	1.261981125	-0.285843934
N110	N	1.261970253	0.209994998
N111	N	1.26197024	0.733127009
N112	N	1.261911369	-0.662937667
N113	N	1.261854552	0.648750575
N114	N	1.261847704	-0.19123577
N115	N	1.261839317	-1.046954957
N116	N	1.261812445	-0.558823305
N117	N	1.261795291	0.060665502
N118	N	1.261754985	0.745789876
N119	N	1.261702915	0.118015823
N120	N	1.26170027	-0.523077075
N121	N	1.261631962	-0.069252856
N122	N	1.261543976	0.526930363
N123	N	1.261543192	1.051250776
N124	N	1.261541243	-0.631892071
N125	N	1.261482678	0.072381298
N126	N	1.261458311	0.449365527
N127	N	1.26139395	-1.237631833
N128	N	1.261375129	-1.486559614
N129	N	1.26135065	-0.416384931
N130	N	1.26135054	-0.628257901
N131	N	1.261274225	-1.174454539
N132	N	1.261247846	0.005181537
N133	N	1.261243934	0.03074655
N134	N	1.261176174	-0.344387444
N135	N	1.261163689	-0.380061971
N136	N	1.261079716	-1.18080724
N137	N	1.260977094	-0.542926327
N138	N	1.26095757	-0.569922658
N139	N	1.260955656	-0.161388073
N140	N	1.260933364	-0.770051352
N141	N	1.260933008	0.541608587
N142	N	1.260876963	-1.094243231
N143	N	1.26081202	-0.252780927
N144	N	1.260785068	-0.818624148
N145	N	1.260776227	-0.098627124
N146	N	1.26077475	-0.709704082
N147	N	1.260738715	0.833841258
N148	N	1.260723567	-0.627959627
N149	N	1.260692303	-1.433376614
N150	N	1.26068103	-0.067259419
N151	N	1.260680907	-0.111895985
N152	N	1.26062254	-0.338023389
N153	N	1.26061485	0.047802376
N154	N	1.260603156	1.15548969
N155	N	1.260594099	-0.459762228
N156	N	1.260584064	0.076431575
N157	N	1.260578666	0.708556038
N158	N	1.260556019	0.752228181
N159	N	1.260525067	-0.462924932
N160	N	1.260513911	0.090885162
N161	N	1.260463889	1.458397155
N162	N	1.260389759	-0.402055108
N163	N	1.260360593	1.431355726
N164	N	1.260331597	1.484980294
N165	N	1.260320976	-1.498981
N166	N	1.260311114	-0.653655648
N167	N	1.260244829	-1.113687999
N168	N	1.26024442	-2.23850933
N169	N	1.26020926	-0.341231726
N170	N	1.260193079	-0.445671899
N171	N	1.260185478	-0.425398074
N172	N	1.260157337	-0.573369173
N173	N	1.26012686	0.837220624
N174	N	1.260125687	-0.515565422
N175	N	1.26010699	0.449176804
N176	N	1.260085972	0.106531001
N177	N	1.260013342	-1.656623232
N178	N	1.260012791	-0.496069473
N179	N	1.259968591	-1.029614404
N180	N	1.259952191	-0.663433606
N181	N	1.25988151	-1.105549367
N182	N	1.259863164	0.361904422
N183	N	1.259818709	-1.148618983
N184	N	1.259812194	0.337058357
N185	N	1.259806385	-1.623279623
N186	N	1.259746711	-1.063462496
N187	N	1.259740743	-0.979462267
N188	N	1.25973886	-0.738067176
N189	N	1.259694263	-0.692211293
N190	N	1.25968	0.448782392
N191	N	1.259669076	-2.113339808
N192	N	1.259654268	-1.093167032
N193	N	1.259629687	-1.959471048
N194	N	1.259623626	-0.316117279
N195	N	1.259547123	-0.581568947
N196	N	1.259504185	0.041564309
N197	N	1.259504051	-0.268955909
N198	N	1.259503021	-0.823820206
N199	N	1.259477136	-0.369857248
N200	N	1.259459132	0.037285731
N201	N	1.259448411	-0.258681585
N202	N	1.259432246	0.709834306
N203	N	1.25942509	-0.899483938
N204	N	1.259416317	-1.274356002
N205	N	1.259414508	0.520584943
N206	N	1.259336609	-1.959496107
N207	N	1.259331481	-0.389521003
N208	N	1.25931994	-0.297221193
N209	N	1.259299956	-0.769218303
N210	N	1.259277088	0.408283281
N211	N	1.259261222	-1.15207814
N212	N	1.259257762	0.16540017
