sample	type	UAR	Z
N1	N	1.92720403	-17.01088642
N2	N	1.959388306	-12.56717495
N3	N	1.965273807	-10.05334572
N4	N	1.966868547	-13.9383905
N5	N	1.964350891	-13.48032856
N6	N	1.987589156	-10.68996124
N7	N	1.98842123	-13.60992933
N8	N	1.969054147	-9.29998771
N9	N	1.960682007	-11.50421418
N10	N	1.990814439	-10.66354984
N11	N	1.961517293	-10.93428773
N12	N	1.976751434	-12.40770073
N13	N	1.982929958	-13.64526107
N14	N	2.004288315	-9.279609663
N15	N	1.977510102	-10.44998234
N16	N	1.967858887	-14.2103581
N17	N	1.975389717	-15.16012432
N18	N	1.964819384	-11.90079973
N19	N	1.981916628	-10.840363
N20	N	1.954132789	-11.82318433
N21	N	1.967175514	-10.00045222
N22	N	1.963673682	-12.49121713
N23	N	1.953120799	-12.41318155
N24	N	1.9240703	-14.00562261
N25	N	1.957486858	-12.30368756
N26	N	1.952103917	-14.40598637
N27	N	1.971805177	-10.42788744
N28	N	1.932684526	-13.53509994
N29	N	1.950067449	-9.236933543
N30	N	1.973184922	-14.9918678
N31	N	2.011787281	-13.12473932
N32	N	2.011087927	-6.618681891
N33	N	1.954860114	-10.38477618
N34	N	1.953729062	-10.68168513
N35	N	1.97536336	-11.2118613
N36	N	1.978854363	-10.35114151
N37	N	1.981055259	-14.05103488
N38	N	1.956983181	-16.62459012
N39	N	1.96599113	-13.23617101
N40	N	1.958396974	-10.77408256
N41	N	2.007241391	-10.08584973
N42	N	1.962027674	-12.82601634
N43	N	1.96729804	-12.44995767
N44	N	1.997823918	-10.68748775
N45	N	1.971432995	-16.56176074
N46	N	1.990597128	-11.61333132
N47	N	1.962377873	-10.69139349
N48	N	1.991355224	-10.61237854
N49	N	1.987593285	-11.80157011
N50	N	1.959491237	-13.27448348
N51	N	1.944695238	-15.92166203
N52	N	1.996810376	-9.503480592
N53	N	1.970449044	-14.0647349
N54	N	1.956785477	-12.02747535
N55	N	2.00297657	-13.58471338
N56	N	1.973189223	-9.323088151
N57	N	1.980427515	-10.25708582
N58	N	1.986438174	-15.48406514
N59	N	1.941997334	-22.67849612
N60	N	1.961002387	-14.05414294
N61	N	1.981725896	-9.446291537
N62	N	1.945968871	-14.82734643
N63	N	1.97473834	-11.01630676
N64	N	1.962741454	-14.48375487
N65	N	1.955151637	-10.30211014
N66	N	1.979041606	-11.63700558
N67	N	1.966007428	-13.65050289
N68	N	1.968506536	-12.24788613
N69	N	1.980664588	-12.18845063
N70	N	2.001310137	-10.64096327
N71	N	1.925983535	-11.31675641
N72	N	1.923587788	-15.44574577
N73	N	1.993618834	-13.22751542
N74	N	1.957074857	-11.00144607
N75	N	1.968608987	-12.8667043
N76	N	1.973872382	-12.9753921
N77	N	1.975037158	-11.5527679
N78	N	1.962100809	-9.357355893
N79	N	1.962321421	-16.04177256
N80	N	1.972126774	-11.68023314
N81	N	1.968635742	-15.55289097
N82	N	1.978622864	-12.91169415
N83	N	1.962366585	-11.78156438
