sample	type	UAR	Z
N1	N	3.364168708	0.665510305
N2	N	3.312914521	-0.367925979
N3	N	3.340632975	-0.277437865
N4	N	3.371065159	1.240644887
N5	N	3.34980349	-0.030708477
N6	N	3.348144955	-0.05803591
N7	N	3.341517109	0.03892058
N8	N	3.354381146	-0.586210332
N9	N	3.348377763	-0.247874466
N10	N	3.348780251	0.479905704
N11	N	3.345139932	-0.839463771
N12	N	3.358707494	0.921457372
N13	N	3.351099262	0.225334554
N14	N	3.367226181	1.263109342
N15	N	3.357520897	0.38806809
N16	N	3.349271691	1.143947111
N17	N	3.345262141	0.803370371
N18	N	3.32713516	-1.04654695
N19	N	3.330494851	-0.110743897
N20	N	3.355667945	0.0
N21	N	3.337119799	0.0
N22	N	3.353355198	0.569257756
N23	N	3.362799774	0.0
N24	N	3.328037522	-0.843977967
N25	N	3.336453163	-0.515370951
N26	N	3.370088169	1.018365417
N27	N	3.343130372	0.24004094
N28	N	3.371839162	0.660957326
N29	N	3.36316285	0.459052293
N30	N	3.348197735	-0.052144407
N31	N	3.345355769	0.872426856
N32	N	3.358076211	0.426762672
N33	N	3.360572287	-0.519523509
N34	N	3.351441922	0.0
N35	N	3.356386439	0.768343886
N36	N	3.357785718	0.225473545
N37	N	3.34360634	0.845059034
N38	N	3.351296864	0.0
N39	N	3.343371912	0.0
N40	N	3.346594181	0.030632071
N41	N	3.348892179	0.117461929
N42	N	3.354840734	0.439877695
N43	N	3.352116981	1.36536361
N44	N	3.370144258	0.393598312
N45	N	3.344238383	-0.342018849
N46	N	3.333163369	-0.737107785
N47	N	3.380219007	1.373142506
N48	N	3.353685225	-0.405717499
N49	N	3.350770413	0.100357599
N50	N	3.364764931	0.59524915
N51	N	3.32855604	-1.17662063
N52	N	3.338730566	0.0
N53	N	3.35407264	0.600007208
N54	N	3.334319666	-1.830478523
N55	N	3.368878806	1.116679442
N56	N	3.336857895	-0.193063858
N57	N	3.359672045	-0.295465983
N58	N	3.333711664	0.120629272
N59	N	3.335638628	-0.150265197
N60	N	3.377000765	1.140636378
N61	N	3.349470849	0.0
N62	N	3.343840026	-0.058243026
N63	N	3.342402278	0.0
N64	N	3.351628082	0.0
N65	N	3.336596127	0.035899399
N66	N	3.333617722	-0.000102288
N67	N	3.338937815	0.445372764
N68	N	3.349118351	-0.267280396
N69	N	3.334918398	0.285433387
N70	N	3.354114122	1.048513745
N71	N	3.378840681	1.008974436
N72	N	3.338712818	0.0
N73	N	3.347299398	0.18003046
N74	N	3.348229423	0.351316688
N75	N	3.360215441	0.983049772
N76	N	3.327187855	-0.011022964
N77	N	3.352511005	0.259908536
N78	N	3.353562543	0.771669592
N79	N	3.372025041	-0.272778428
N80	N	3.355557295	0.382631435
N81	N	3.357975574	1.124161777
N82	N	3.341658391	0.15446053
N83	N	3.36287337	0.0
N84	N	3.345349089	0.159274474
N85	N	3.332247316	-0.325371951
N86	N	3.35660381	0.128845334
N87	N	3.351727666	-0.066532859
N88	N	3.315220316	-1.341026773
N89	N	3.33874445	0.292707399
N90	N	3.344087593	-0.554122499
N91	N	3.349454978	0.175045108
N92	N	3.351079469	0.00243973
N93	N	3.334088838	0.11579253
N94	N	3.341755284	-1.361859788
N95	N	3.328331513	-1.296319888
N96	N	3.369452173	0.364530579
N97	N	3.343952546	0.722649083
N98	N	3.343739278	-0.841941684
N99	N	3.346226433	-0.259044832
N100	N	3.349787037	0.182887959
N101	N	3.356315915	0.033834271
N102	N	3.357784561	0.213015858
N103	N	3.333126783	-0.070707738
N104	N	3.332534266	-1.3090769
N105	N	3.368946229	1.15945165
N106	N	3.348681262	-0.189714658
N107	N	3.369763163	0.700306255
N108	N	3.365436159	0.557070884
N109	N	3.346994751	0.0
N110	N	3.348531049	0.037153449
N111	N	3.346045925	-0.36958286
N112	N	3.36405199	0.958488539
N113	N	3.350941753	0.05180256
N114	N	3.353314207	-0.281917634
N115	N	3.367646941	1.541929824
N116	N	3.348780049	0.0
N117	N	3.361225678	0.492731849
N118	N	3.3479992	-0.200297447
N119	N	3.345873242	0.270745537
N120	N	3.352463043	0.460091403
N121	N	3.358470301	0.719349337
N122	N	3.347791827	-0.074447948
N123	N	3.345612462	0.0
N124	N	3.346518968	-0.402710334
N125	N	3.360903956	0.0
N126	N	3.351512569	0.385299197
N127	N	3.357056782	0.427909994
N128	N	3.356058335	-0.38369482
N129	N	3.347556988	0.450382229
N130	N	3.359717264	0.226798743
N131	N	3.344501236	-0.179670644
N132	N	3.314842791	-1.430996129
N133	N	3.353020611	0.507207701
N134	N	3.374865831	1.901423879
N135	N	3.365517404	0.609399727
N136	N	3.331236548	-0.399823368
N137	N	3.336064162	-0.461967914
N138	N	3.357384115	0.0
N139	N	3.349252365	-0.416220386
N140	N	3.347290654	0.0
N141	N	3.367902437	1.564673799
N142	N	3.348726936	-0.816989328
N143	N	3.338716656	-0.517335552
N144	N	3.344802422	-0.41113266
N145	N	3.345780884	0.219583139
N146	N	3.353968981	-0.181946412
N147	N	3.362453205	1.235511665
N148	N	3.358899331	0.946524053
N149	N	3.33268582	0.2880153
N150	N	3.366327197	0.975398621
N151	N	3.366049497	0.157572296
N152	N	3.369120451	0.125572884
N153	N	3.349761983	0.149901476
N154	N	3.357702381	0.492921904
N155	N	3.362730881	1.148856787
N156	N	3.36120967	1.005838231
N157	N	3.368251503	1.210494185
N158	N	3.345662308	0.149596406
N159	N	3.366647452	0.447066398
N160	N	3.363994831	1.076400615
N161	N	3.355058736	0.607054255
N162	N	3.326980365	-1.399545569
N163	N	3.362938322	0.817649157
N164	N	3.363842712	1.106788403
N165	N	3.33111954	-0.099653884
N166	N	3.348072604	0.609421148
N167	N	3.348946639	0.0
N168	N	3.34207915	0.0
N169	N	3.366361405	1.510941504
N170	N	3.357159098	0.469622635
N171	N	3.353089289	-0.610701332
N172	N	3.337567538	-0.671084053
N173	N	3.346280092	-0.46484496
N174	N	3.343298293	0.064723882
N175	N	3.342404824	0.0
N176	N	3.358054752	0.157622373
N177	N	3.366159354	0.852563639
N178	N	3.330649555	-0.750484162
N179	N	3.359174182	0.022634791
N180	N	3.338450717	0.37888792
N181	N	3.359320534	0.580320094
N182	N	3.354122152	0.660264444
N183	N	3.349511228	-0.466515592
N184	N	3.323215752	-0.919238604
N185	N	3.346406824	0.418370162
N186	N	3.354509224	0.552932641
N187	N	3.335542002	0.147522904
N188	N	3.352637407	0.695808236
N189	N	3.349635467	1.716523841
N190	N	3.350447889	-0.218189497
N191	N	3.343521844	-0.310400557
N192	N	3.343465283	-0.143596337
N193	N	3.3571523	0.868360654
N194	N	3.34339882	-0.253596975
N195	N	3.335461209	-0.527483878
N196	N	3.379935621	1.571073075
N197	N	3.351801879	0.0
N198	N	3.34192454	-0.085392518
N199	N	3.364505301	1.201356389
N200	N	3.34733573	-0.279617877
N201	N	3.362825214	0.501568791
N202	N	3.340180231	0.0
N203	N	3.358851795	0.780300328
N204	N	3.354054028	0.0
N205	N	3.345176645	-0.369688802
N206	N	3.350437686	-0.136418338
N207	N	3.34426439	0.0
N208	N	3.348993403	0.678250031
N209	N	3.321824066	-0.889327996
N210	N	3.365152258	0.531260134
N211	N	3.355336264	0.838131641
N212	N	3.35183331	0.231166399
N213	N	3.365021199	1.310990127
N214	N	3.339600473	0.0
N215	N	3.36953399	1.003626154
N216	N	3.375077041	1.150422716
N217	N	3.356654606	0.441286703
N218	N	3.343584235	-0.547987803
N219	N	3.346519987	0.0
N220	N	3.319818139	-0.851893208
N221	N	3.360972502	0.140719572
N222	N	3.344304149	-0.24196385
N223	N	3.349121612	-0.196796805
N224	N	3.33167076	9.07e-05
N225	N	3.363018604	0.364293583
N226	N	3.355036014	0.0
N227	N	3.357863944	-0.096921779
N228	N	3.354187011	0.537148868
N229	N	3.372290954	0.573323134
N230	N	3.341085136	-0.800885803
N231	N	3.34947703	-0.422938726
N232	N	3.35465471	0.722275474
N233	N	3.354886371	0.114384088
N234	N	3.33926792	0.363622673
N235	N	3.347289533	0.0
N236	N	3.366747043	1.359398278
N237	N	3.322942608	-0.593519163
N238	N	3.33282128	-0.36207443
N239	N	3.343534607	1.18648306
N240	N	3.353710325	1.023327778
N241	N	3.352920093	0.0
N242	N	3.337417078	-0.112140138
N243	N	3.362467745	0.500037512
N244	N	3.356005019	0.351521691
N245	N	3.334698101	-0.467674654
N246	N	3.361457203	0.225333559
N247	N	3.357259501	0.479137524
N248	N	3.332200262	-0.731732874
N249	N	3.376138615	1.899051087
N250	N	3.345814633	-0.929498092
N251	N	3.338923351	0.008035541
