sample	type	UAR	Z
N1	N	2.801962397	0.215663633
N2	N	2.778819217	-0.080967367
N3	N	2.792295568	-1.750326272
N4	N	2.799826724	1.25028631
N5	N	2.817716299	1.722583301
N6	N	2.803997942	0.54577814
N7	N	2.80171082	0.09883026
N8	N	2.789831805	-0.139419036
N9	N	2.774049265	-0.544888798
N10	N	2.798556077	0.488764003
N11	N	2.792233552	0.145577307
N12	N	2.786108387	-0.5146612
N13	N	2.800659013	1.160336598
N14	N	2.820020427	0.815335075
N15	N	2.780875345	-1.133434286
N16	N	2.793629057	-0.75612047
N17	N	2.792612058	-0.067456238
N18	N	2.79620505	-0.05170363
N19	N	2.808389226	0.004239264
N20	N	2.800573665	0.239034571
N21	N	2.7866957	-1.497339234
N22	N	2.783482779	0.0
N23	N	2.794217116	0.453408941
N24	N	2.764270822	-1.008712873
N25	N	2.784324165	-0.615827281
N26	N	2.819284577	1.241310334
N27	N	2.812400202	0.928548479
N28	N	2.776731817	-1.446364234
N29	N	2.795086898	-0.104565962
N30	N	2.820798026	0.284533215
N31	N	2.819064288	1.314221172
N32	N	2.831523134	1.218861982
N33	N	2.801118385	0.312913286
N34	N	2.766792242	-0.828275066
N35	N	2.779195962	-0.330097445
N36	N	2.800713869	0.0
N37	N	2.79986261	0.0
N38	N	2.811125404	1.896712277
N39	N	2.806141482	0.266135033
N40	N	2.813969143	0.809373364
N41	N	2.813249039	0.657793696
N42	N	2.809451157	1.215021569
N43	N	2.808414217	0.0
N44	N	2.823535304	1.044942795
N45	N	2.792259382	1.171772225
N46	N	2.835617803	1.662268889
N47	N	2.802317378	0.791638769
N48	N	2.798068291	-0.44181933
N49	N	2.824959713	1.76342992
N50	N	2.813035055	1.474185388
N51	N	2.817705519	0.719763554
N52	N	2.816668407	0.891524935
N53	N	2.81143146	0.521688013
N54	N	2.788294092	0.0
N55	N	2.833327282	1.391151245
N56	N	2.787189347	-1.145572059
N57	N	2.81563663	0.460239964
N58	N	2.795657885	0.184251502
N59	N	2.821443797	1.5465266
N60	N	2.803777196	0.0
N61	N	2.789907824	-0.474916215
N62	N	2.797641252	-0.770966844
N63	N	2.807015114	0.52027585
N64	N	2.795696826	-0.089155065
N65	N	2.786718999	0.262510805
N66	N	2.807105396	1.557021189
N67	N	2.817663558	1.06060237
N68	N	2.804269797	1.792918738
